loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Word,unsympathetic,Đã có trong MorphLink,not agreeing with your tastes or expectations,"sym-(cùng nhau (biến thể của syn- trước b/m/p)) + un-(không, ngược lại (phủ định/đảo nghĩa)) + patho(bệnh lý (gốc từ)) + -ic(thuộc về (tính từ))",không có biến thể đáng kể,pos=adjective; structure=sym-un-[patho]-ic
Word,untapped,Đã có trong MorphLink,not drawn upon or used,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tap(vòi nước, chạm nhẹ)",không có biến thể đáng kể,pos=adjective; structure=un-[tap]
Word,unteach,Đã có trong MorphLink,cause to disbelieve,"un-(không, ngược lại (phủ định/đảo nghĩa)) + teach(giảng dạy)",không có biến thể đáng kể,pos=verb; structure=un-[teach]
Word,untellable,Đã có trong MorphLink,defying expression or description,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tell(kể lại) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[tell]-able
Word,untenable,Đã có trong MorphLink,(of theories etc) incapable of being defended or justified,"un-(không, ngược lại (phủ định/đảo nghĩa)) + ten(số mười) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[ten]-able
Word,untenanted,Đã có trong MorphLink,not leased to or occupied by a tenant,"un-(không, ngược lại (phủ định/đảo nghĩa)) + ten(số mười) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[ten]-ant
Word,unthematic,Đã có trong MorphLink,not relating to a melodic subject,"un-(không, ngược lại (phủ định/đảo nghĩa)) + theme(chủ đề) + -ic(thuộc về (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[theme]-ic
Word,unthinkable,Đã có trong MorphLink,incapable of being conceived or considered,"un-(không, ngược lại (phủ định/đảo nghĩa)) + think(suy nghĩ) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[think]-able
Word,unthinking,Đã có trong MorphLink,in a thoughtless manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + think(suy nghĩ)",không có biến thể đáng kể,pos=adverb; structure=un-[think]
Word,unthinkingly,Đã có trong MorphLink,in a thoughtless manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + think(suy nghĩ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[think]-ly
Word,untidier,Đã có trong MorphLink,"un-(not, opposite of; reverse an action) + tidy(arranged neatly and with everything in order) + -er(person who does; comparative)","un-(không, ngược lại (phủ định/đảo nghĩa)) + tidy(gọn gàng) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=un-[tidy]-er
Word,untidiest,Đã có trong MorphLink,"un-(not, opposite of; reverse an action) + tidy(arranged neatly and with everything in order) + -est(superlative)","un-(không, ngược lại (phủ định/đảo nghĩa)) + tidy(gọn gàng) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=un-[tidy]-est
Word,untidily,Đã có trong MorphLink,"in a messy, untidy manner","un-(không, ngược lại (phủ định/đảo nghĩa)) + tidy(gọn gàng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[tidy]-ly
Word,untidiness,Đã có trong MorphLink,the trait of being untidy and messy,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tidy(gọn gàng) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=un-[tidy]-ness
Word,untidy,Đã có trong MorphLink,not neat and tidy,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tidy(gọn gàng)",không có biến thể đáng kể,pos=adjective; structure=un-[tidy]
Word,untie,Đã có trong MorphLink,undo the ties of,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tie(cà vạt, buộc)",không có biến thể đáng kể,pos=verb; structure=un-[tie]
Word,untimeliness,Đã có trong MorphLink,the quality of occurring at an inconvenient time,"un-(không, ngược lại (phủ định/đảo nghĩa)) + time(thời gian) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=un-[time]-ly-ness
Word,untimely,Đã có trong MorphLink,too soon,"un-(không, ngược lại (phủ định/đảo nghĩa)) + time(thời gian) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[time]-ly
Word,untiring,Đã có trong MorphLink,characterized by hard work and perseverance,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tire(lốp xe, mệt mỏi)",không có biến thể đáng kể,pos=adjective; structure=un-[tire]
Word,untiringly,Đã có trong MorphLink,"un-(not, opposite of; reverse an action) + tire((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)) + -ly(adverb of manner / adjective (like))","un-(không, ngược lại (phủ định/đảo nghĩa)) + tire(lốp xe, mệt mỏi) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[tire]-ly
Word,untouchable,Đã có trong MorphLink,not capable of being obtained,"un-(không, ngược lại (phủ định/đảo nghĩa)) + touch(chạm vào) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[touch]-able
Word,untouched,Đã có trong MorphLink,not influenced or affected,"un-(không, ngược lại (phủ định/đảo nghĩa)) + touch(chạm vào)",không có biến thể đáng kể,pos=adjective; structure=un-[touch]
Word,untoward,Đã có trong MorphLink,contrary to your interests or welfare,"un-(không, ngược lại (phủ định/đảo nghĩa)) + toward(hướng về)",không có biến thể đáng kể,pos=adjective; structure=un-[toward]
Word,untowardly,Đã có trong MorphLink,"Perverse; froward; untoward. ""Untowardly tricks and vices.""Locke.","un-(không, ngược lại (phủ định/đảo nghĩa)) + toward(hướng về) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[toward]-ly
Word,untowardness,Đã có trong MorphLink,"un-(not, opposite of; reverse an action) + toward((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)) + -ness(state or quality of (noun))","un-(không, ngược lại (phủ định/đảo nghĩa)) + toward(hướng về) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=un-[toward]-ness
Word,untracked,Đã có trong MorphLink,lacking pathways,"un-(không, ngược lại (phủ định/đảo nghĩa)) + track(đường ray, theo dõi)",không có biến thể đáng kể,pos=adjective; structure=un-[track]
Word,untraditional,Đã có trong MorphLink,not conforming to or in accord with tradition,"un-(không, ngược lại (phủ định/đảo nghĩa)) + tradition(truyền thống) + -al(thuộc về (tính từ); hành động (danh từ))",không có biến thể đáng kể,pos=adjective; structure=un-[tradition]-al
Word,untrained,Đã có trong MorphLink,not disciplined or conditioned or made adept by training,"un-(không, ngược lại (phủ định/đảo nghĩa)) + train(tàu hỏa, huấn luyện)",không có biến thể đáng kể,pos=adjective; structure=un-[train]
Word,untreated,Đã có trong MorphLink,(of a specimen for study under a microscope) not treated with a reagent or dye,"un-(không, ngược lại (phủ định/đảo nghĩa)) + treat(đối xử, điều trị)",không có biến thể đáng kể,pos=adjective; structure=un-[treat]
Word,untrue,Đã có trong MorphLink,(used especially of persons) not dependable in devotion or affection,"un-(không, ngược lại (phủ định/đảo nghĩa)) + true(đúng thật)",không có biến thể đáng kể,pos=adjective; structure=un-[true]
Word,untrustworthiness,Đã có trong MorphLink,the trait of not deserving trust or confidence,"un-(không, ngược lại (phủ định/đảo nghĩa)) + trust+worth(tin tưởng + đáng giá) + -y(có tính chất; danh từ/tính từ) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=un-[trust+worth]-y-ness
Word,untruth,Đã có trong MorphLink,a false statement,"un-(không, ngược lại (phủ định/đảo nghĩa)) + truth(sự thật)",không có biến thể đáng kể,pos=noun; structure=un-[truth]
Word,untruthful,Đã có trong MorphLink,not expressing or given to expressing the truth,"un-(không, ngược lại (phủ định/đảo nghĩa)) + truth(sự thật) + -ful(đầy, có nhiều (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[truth]-ful
Word,untruthfully,Đã có trong MorphLink,in a mendacious and untruthful manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + truth(sự thật) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[truth]-ful-ly
Word,unused,Đã có trong MorphLink,infrequently exposed to,"un-(không, ngược lại (phủ định/đảo nghĩa)) + use(sử dụng)",không có biến thể đáng kể,pos=adjective; structure=un-[use]
Word,unusual,Đã có trong MorphLink,different from what is usual or normal,"un-(không, ngược lại (phủ định/đảo nghĩa)) + usual(thông thường)",không có biến thể đáng kể,pos=adjective; structure=un-[usual]
Word,unusually,Đã có trong MorphLink,to a remarkable degree or extent,"un-(không, ngược lại (phủ định/đảo nghĩa)) + usual(thông thường) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=adverb; structure=un-[usual]-y
Word,unvarying,Đã có trong MorphLink,always the same,"un-(không, ngược lại (phủ định/đảo nghĩa)) + vary(thay đổi, đa dạng)",không có biến thể đáng kể,pos=adjective; structure=un-[vary]
Word,unversed,Đã có trong MorphLink,not having had extensive practice,"un-(không, ngược lại (phủ định/đảo nghĩa)) + verse(câu thơ)",không có biến thể đáng kể,pos=adjective; structure=un-[verse]
Word,unvoiced,Đã có trong MorphLink,not made explicit,"un-(không, ngược lại (phủ định/đảo nghĩa)) + voice(giọng nói)",không có biến thể đáng kể,pos=adjective; structure=un-[voice]
Word,unwanted,Đã có trong MorphLink,not wanted,"un-(không, ngược lại (phủ định/đảo nghĩa)) + want(muốn)",không có biến thể đáng kể,pos=adjective; structure=un-[want]
Word,unwarrantable,Đã có trong MorphLink,incapable of being justified or explained,"un-(không, ngược lại (phủ định/đảo nghĩa)) + warrant(lệnh, sự bảo đảm) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[warrant]-able
Word,unwarranted,Đã có trong MorphLink,incapable of being justified or explained,"un-(không, ngược lại (phủ định/đảo nghĩa)) + warrant(lệnh, sự bảo đảm)",không có biến thể đáng kể,pos=adjective; structure=un-[warrant]
Word,unwed,Đã có trong MorphLink,of someone who has not been married,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wed(kết hôn)",không có biến thể đáng kể,pos=adjective; structure=un-[wed]
Word,unwelcome,Đã có trong MorphLink,not welcome,"un-(không, ngược lại (phủ định/đảo nghĩa)) + welcome(chào đón)",không có biến thể đáng kể,pos=adjective; structure=un-[welcome]
Word,unwell,Đã có trong MorphLink,somewhat ill or prone to illness,"un-(không, ngược lại (phủ định/đảo nghĩa)) + well(tốt, giếng nước)",không có biến thể đáng kể,pos=adjective; structure=un-[well]
Word,unwholesome,Đã có trong MorphLink,detrimental to physical or moral well-being,"un-(không, ngược lại (phủ định/đảo nghĩa)) + whole(toàn bộ) + -some(có xu hướng, đặc trưng bởi (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[whole]-some
Word,unwilling,Đã có trong MorphLink,in spite of contrary volition,"un-(không, ngược lại (phủ định/đảo nghĩa)) + will(sẽ, ý chí)",không có biến thể đáng kể,pos=adjective; structure=un-[will]
Word,unwillingly,Đã có trong MorphLink,in an unwilling manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + will(sẽ, ý chí) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[will]-ly
Word,unwillingness,Đã có trong MorphLink,the trait of being unwilling,"un-(không, ngược lại (phủ định/đảo nghĩa)) + will(sẽ, ý chí) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=un-[will]-ness
Word,unwind,Đã có trong MorphLink,cause to feel relaxed,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wind(gió)",không có biến thể đáng kể,pos=verb; structure=un-[wind]
Word,unwire,Đã có trong MorphLink,undo the wiring of,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wire(dây điện)",không có biến thể đáng kể,pos=verb; structure=un-[wire]
Word,unwise,Đã có trong MorphLink,not appropriate to the purpose,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wise(khôn ngoan)",không có biến thể đáng kể,pos=adjective; structure=un-[wise]
Word,unwisely,Đã có trong MorphLink,without good sense or judgment,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wise(khôn ngoan) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[wise]-ly
Word,unwitting,Đã có trong MorphLink,not aware or knowing,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wit(sự dí dỏm)",không có biến thể đáng kể,pos=adjective; structure=un-[wit]
Word,unwittingly,Đã có trong MorphLink,without knowledge or intention,"un-(không, ngược lại (phủ định/đảo nghĩa)) + wit(sự dí dỏm) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=un-[wit]-ly
Word,unwomanly,Đã có trong MorphLink,not characteristic or suitable for a woman,"un-(không, ngược lại (phủ định/đảo nghĩa)) + woman(phụ nữ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adjective; structure=un-[woman]-ly
Word,unworkable,Đã có trong MorphLink,not capable of being carried out or put into practice,"un-(không, ngược lại (phủ định/đảo nghĩa)) + work(công việc) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[work]-able
Word,unworthy,Đã có trong MorphLink,morally reprehensible,"un-(không, ngược lại (phủ định/đảo nghĩa)) + worth(đáng giá) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=adjective; structure=un-[worth]-y
Word,unwound,Đã có trong MorphLink,"un-(not, opposite of; reverse an action) + wound(an injury to part of the body, especially one in which a hole is made in the skin using a weapon)","un-(không, ngược lại (phủ định/đảo nghĩa)) + wound(vết thương)",không có biến thể đáng kể,pos=noun; structure=un-[wound]
Word,unwritten,Đã có trong MorphLink,said or done without having been planned or written in advance,"un-(không, ngược lại (phủ định/đảo nghĩa)) + write(viết) + -en(làm cho (động từ); làm bằng (tính từ))",không có biến thể đáng kể,pos=adjective; structure=un-[write]-en
Word,unyielding,Đã có trong MorphLink,resistant to physical force or pressure,"un-(không, ngược lại (phủ định/đảo nghĩa)) + yield(sản lượng, nhượng bộ)",không có biến thể đáng kể,pos=adjective; structure=un-[yield]
Word,upbeat,Đã có trong MorphLink,"pleasantly, even unrealistically, optimistic","up-(lên trên) + beat(đánh, nhịp đập)",không có biến thể đáng kể,pos=adjective; structure=up-[beat]
Word,upbringing,Đã có trong MorphLink,helping someone grow up to be an accepted member of the community,up-(lên trên) + bring(mang đến),không có biến thể đáng kể,pos=noun; structure=up-[bring]
Word,upcoming,Đã có trong MorphLink,going to happen soon,up-(lên trên) + come(đến),không có biến thể đáng kể,pos=adjective; structure=up-[come]
Word,upcountry,Đã có trong MorphLink,of or coming from the middle of a region or country,up-(lên trên) + country(đất nước),không có biến thể đáng kể,pos=adjective; structure=up-[country]
Word,update,Đã có trong MorphLink,a report or broadcast that gives the most recent information about something; a new version of something containing the most recent information,"up-(lên trên) + date(ngày tháng, hẹn hò)",không có biến thể đáng kể,pos=noun; structure=up-[date]
Word,upend,Đã có trong MorphLink,"set, turn, or stand on end",up-(lên trên) + end(kết thúc),không có biến thể đáng kể,pos=verb; structure=up-[end]
Word,upgrade,Đã có trong MorphLink,"the act of making a machine, computer system, etc. more powerful and efficient; the more powerful and efficient machine, computer system, etc.","up-(lên trên) + grade(cấp bậc, điểm số)",không có biến thể đáng kể,pos=noun; structure=up-[grade]
Word,uphill,Đã có trong MorphLink,upward on a hill or incline,up-(lên trên) + hill(đồi),không có biến thể đáng kể,pos=adverb; structure=up-[hill]
Word,uphold,Đã có trong MorphLink,to support something that you think is right and make sure that it continues to exist,up-(lên trên) + hold(giữ),không có biến thể đáng kể,pos=verb; structure=up-[hold]
Word,upholder,Đã có trong MorphLink,someone who upholds or maintains,up-(lên trên) + hold(giữ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=up-[hold]-er
Word,upkeep,Đã có trong MorphLink,activity involved in maintaining something in good working order,up-(lên trên) + keep(giữ),không có biến thể đáng kể,pos=noun; structure=up-[keep]
Word,upland,Đã có trong MorphLink,used of high or hilly country,up+land(lên trên + đất đai),không có biến thể đáng kể,pos=adjective; structure=[up+land]
Word,uplands,Đã có trong MorphLink,"up-(upward, higher) + land(the surface of the earth that is not sea)",up-(lên trên) + land(đất đai),không có biến thể đáng kể,pos=noun; structure=up-[land]
Word,uplift,Đã có trong MorphLink,a brassiere that lifts and supports the breasts,up-(lên trên) + lift(nâng lên),không có biến thể đáng kể,pos=noun; structure=up-[lift]
Word,upmost,Đã có trong MorphLink,at or nearest to the top,up-(lên trên) + most(nhiều nhất),không có biến thể đáng kể,pos=adjective; structure=up-[most]
Word,upper,Đã có trong MorphLink,"located above something else, especially something of the same type or the other of a pair",up(lên trên) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=adjective; structure=[up]-er
Word,uppercut,Đã có trong MorphLink,a swinging blow directed upward (especially at an opponent's chin),up+cut(lên trên + cắt) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[up+cut]-er
Word,uppermost,Đã có trong MorphLink,in or into the highest position,up+most(lên trên + nhiều nhất) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=adverb; structure=[up+most]-er
Word,uppish,Đã có trong MorphLink,overly conceited or arrogant,"up(lên trên) + -ish(hơi, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[up]-ish
Word,uppishly,Đã có trong MorphLink,in a snobbish manner,"up(lên trên) + -ish(hơi, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[up]-ish-ly
Word,uppishness,Đã có trong MorphLink,assumption of airs beyond one's station,"up(lên trên) + -ish(hơi, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[up]-ish-ness
Word,upraised,Đã có trong MorphLink,held up in the air,up-(lên trên) + raise(nâng lên),không có biến thể đáng kể,pos=adjective; structure=up-[raise]
Word,upright,Đã có trong MorphLink,in a vertical position,"up-(lên trên) + right(đúng, quyền lợi)",không có biến thể đáng kể,pos=adjective; structure=up-[right]
Word,uprightly,Đã có trong MorphLink,in an upright position,"up-(lên trên) + right(đúng, quyền lợi) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=up-[right]-ly
Word,uprightness,Đã có trong MorphLink,the property of being upright in posture,"up-(lên trên) + right(đúng, quyền lợi) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=up-[right]-ness
Word,uprising,Đã có trong MorphLink,organized opposition to authority,up-(lên trên) + rise(tăng lên),không có biến thể đáng kể,pos=noun; structure=up-[rise]
Word,upriver,Đã có trong MorphLink,toward the source or against the current,up-(lên trên) + river(con sông),không có biến thể đáng kể,pos=adverb; structure=up-[river]
Word,uproot,Đã có trong MorphLink,pull up by or as if by the roots,"up-(lên trên) + root(rễ cây, gốc rễ)",không có biến thể đáng kể,pos=verb; structure=up-[root]
Word,uprose,Đã có trong MorphLink,"up-(upward, higher) + rose(a flower with a sweet smell that grows on a bush with thorns (= sharp points) on its stems)",up-(lên trên) + rose(hoa hồng),không có biến thể đáng kể,pos=noun; structure=up-[rose]
Word,upset,Đã có trong MorphLink,unhappy or disappointed because of something unpleasant that has happened,"up-(lên trên) + set(đặt, bộ)",động từ bất quy tắc: upset/upset/upset,pos=adjective; structure=up-[set]
Word,upshot,Đã có trong MorphLink,a phenomenon that follows and is caused by some previous phenomenon,"up-(lên trên) + shot(phát súng, cú đánh)",không có biến thể đáng kể,pos=noun; structure=up-[shot]
Word,upside,Đã có trong MorphLink,the highest or uppermost side of anything,up-(lên trên) + side(bên cạnh),không có biến thể đáng kể,pos=noun; structure=up-[side]
Word,upstage,Đã có trong MorphLink,at or toward the rear of the stage,"up-(lên trên) + stage(sân khấu, giai đoạn)",không có biến thể đáng kể,pos=adverb; structure=up-[stage]
Word,upstairs,Đã có trong MorphLink,on a floor of a house or other building that is higher than the one that you are on,up-(lên trên) + stair(cầu thang),không có biến thể đáng kể,pos=adjective; structure=up-[stair]
Word,upstanding,Đã có trong MorphLink,meriting respect or esteem,up-(lên trên) + stand(đứng),không có biến thể đáng kể,pos=adjective; structure=up-[stand]
Word,upstart,Đã có trong MorphLink,a gymnastic exercise performed starting from a position with the legs over the upper body and moving to an erect position by arching the back and swinging the legs out and down while forcing the chest upright,up-(lên trên) + start(bắt đầu),không có biến thể đáng kể,pos=noun; structure=up-[start]
Word,upstate,Đã có trong MorphLink,in or toward the northern parts of a state,"up-(lên trên) + state(nhà nước, trạng thái)",không có biến thể đáng kể,pos=adverb; structure=up-[state]
Word,upstream,Đã có trong MorphLink,toward the source or against the current,up-(lên trên) + stream(dòng suối),không có biến thể đáng kể,pos=adverb; structure=up-[stream]
Word,upsurge,Đã có trong MorphLink,a sudden or abrupt strong increase,up-(lên trên) + surge(tăng vọt),không có biến thể đáng kể,pos=noun; structure=up-[surge]
Word,upswing,Đã có trong MorphLink,"up-(upward, higher) + swing(a swinging movement or rhythm)",up-(lên trên) + swing(đung đưa),không có biến thể đáng kể,pos=noun; structure=up-[swing]
Word,uptake,Đã có trong MorphLink,the process of taking food into the body through the mouth (as by eating),"up-(lên trên) + take(lấy, cầm)",không có biến thể đáng kể,pos=noun; structure=up-[take]
Word,uptight,Đã có trong MorphLink,being in a tense state,"up-(lên trên) + tight(chật, chặt)",không có biến thể đáng kể,pos=adjective; structure=up-[tight]
Word,uptown,Đã có trong MorphLink,toward or in the upper part of town,up-(lên trên) + town(thị trấn),không có biến thể đáng kể,pos=adverb; structure=up-[town]
Word,uptrend,Đã có trong MorphLink,"up-(upward, higher) + trend(a general direction in which a situation is changing or developing)",up-(lên trên) + trend(xu hướng),không có biến thể đáng kể,pos=noun; structure=up-[trend]
Word,upturn,Đã có trong MorphLink,an upward movement or trend as in business activity,"up-(lên trên) + turn(quay, lượt)",không có biến thể đáng kể,pos=noun; structure=up-[turn]
Word,upward,Đã có trong MorphLink,extending or moving toward a higher place,up(lên trên) + -ward(theo hướng (tính từ/trạng từ)),không có biến thể đáng kể,pos=adjective; structure=[up]-ward
Word,urgency,Đã có trong MorphLink,pressing importance requiring speedy action,"urge(thúc giục) + -ancy(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[urge]-ancy
Word,urgent,Đã có trong MorphLink,that needs to be dealt with or happen immediately,urge(thúc giục) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),không có biến thể đáng kể,pos=adjective; structure=[urge]-ant
Word,urgently,Đã có trong MorphLink,with great urgency,urge(thúc giục) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[urge]-ant-ly
Word,usable,Đã có trong MorphLink,convenient for use or disposal,use(sử dụng) + -able(có thể được (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[use]-able
Word,usage,Đã có trong MorphLink,the way in which words are used in a language,"use(sử dụng) + -age(hành động, kết quả, tập hợp (danh từ))",không có biến thể đáng kể,pos=noun; structure=[use]-age
Word,useful,Đã có trong MorphLink,that can help you to do or achieve what you want,"use(sử dụng) + -ful(đầy, có nhiều (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[use]-ful
Word,usefully,Đã có trong MorphLink,in a useful manner,"use(sử dụng) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[use]-ful-ly
Word,usefulness,Đã có trong MorphLink,the quality of being of practical use,"use(sử dụng) + -ful(đầy, có nhiều (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[use]-ful-ness
Word,useless,Đã có trong MorphLink,not useful; not doing or achieving what is needed or wanted,use(sử dụng) + -less(không có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[use]-less
Word,uselessly,Đã có trong MorphLink,in a useless manner,use(sử dụng) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[use]-less-ly
Word,uselessness,Đã có trong MorphLink,the quality of having no practical use,"use(sử dụng) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[use]-less-ness
Word,user,Đã có trong MorphLink,a person or thing that uses something,use(sử dụng) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[use]-er
Word,usually,Đã có trong MorphLink,in the way that is usual or normal; most often,usual(thông thường) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=adverb; structure=[usual]-y
Word,utopia,Đã có trong MorphLink,a work of fiction describing a utopia,"u-(không, vô (Hy Lạp ""ou-"", VD utopia = ""không nơi chốn"")) + top(đỉnh, trên cùng) + -ia(tình trạng, nơi chốn, số nhiều (danh từ, Latin/Hy Lạp))",không có biến thể đáng kể,pos=noun; structure=u-[top]-ia
Word,utopian,Đã có trong MorphLink,of or pertaining to or resembling a utopia,"u-(không, vô (Hy Lạp ""ou-"", VD utopia = ""không nơi chốn"")) + top(đỉnh, trên cùng) + -ia(tình trạng, nơi chốn, số nhiều (danh từ, Latin/Hy Lạp)) + -n([NGỮ PHÁP] đuôi phân từ quá khứ (VD blown, drawn))",không có biến thể đáng kể,pos=adjective; structure=u-[top]-ia-n
Word,utopianism,Đã có trong MorphLink,"The ideas, views, aims, etc., of a Utopian; impracticableschemes of human perfection; optimism.","u-(không, vô (Hy Lạp ""ou-"", VD utopia = ""không nơi chốn"")) + top(đỉnh, trên cùng) + -ia(tình trạng, nơi chốn, số nhiều (danh từ, Latin/Hy Lạp)) + -n([NGỮ PHÁP] đuôi phân từ quá khứ (VD blown, drawn)) + -ism(niềm tin, học thuyết, tình trạng (danh từ))",không có biến thể đáng kể,pos=noun; structure=u-[top]-ia-n-ism
Word,vaguely,Đã có trong MorphLink,in a vague way,vague(mơ hồ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[vague]-ly
Word,vagueness,Đã có trong MorphLink,indistinctness of shape or character,"vague(mơ hồ) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[vague]-ness
Word,vaguer,Đã có trong MorphLink,vague(not clear in a person’s mind) + -er(person who does; comparative),vague(mơ hồ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[vague]-er
Word,vaguest,Đã có trong MorphLink,vague(not clear in a person’s mind) + -est(superlative),vague(mơ hồ) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[vague]-est
Word,validate,Đã có trong MorphLink,make valid or confirm the validity of,valid(hợp lệ) + -ate(làm cho/trở thành (động từ); có (tính từ)),không có biến thể đáng kể,pos=verb; structure=[valid]-ate
Word,validation,Đã có trong MorphLink,the act of validating,"valid(hợp lệ) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[valid]-ate-ion
Word,validity,Đã có trong MorphLink,the state of being legally or officially acceptable,"valid(hợp lệ) + -ity(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[valid]-ity
