word,trang_thai,cong_thuc_hoac_nguon,meaning_en,meaning_vi
refutation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,refute+-ation,,
refuted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,refute+-ed,,
refutes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,refute+-es,,
refuting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,refute+-ing,,
regarded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regard+-ed,,
regarding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regard+-ing,,
regiment,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regime+-ent,,
regimes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regime+-es,,
regimentation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regiment+-ation,,
regimented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regiment+-ed,,
regimenting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regiment+-ing,,
registered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,register+-ed,,
registering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,register+-ing,,
regretted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regret+-ed,,
regretting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regret+-ing,,
regulation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regul+-ation,,
regulator,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regul+-ator,,
regulatory,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regul+-atory,,
regulated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regulate+-ed,,
regulates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regulate+-es,,
regulating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,regulate+-ing,,
rehabilitated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehabilitate+-ed,,
rehabilitates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehabilitate+-es,,
rehabilitating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehabilitate+-ing,,
rehearsed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehearse+-ed,,
rehearses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehearse+-es,,
rehearsing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rehearse+-ing,,
reined,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rein+-ed,,
reining,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rein+-ing,,
related,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relate+-ed,,
relates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relate+-es,,
relating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relate+-ing,,
relaxed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relax+-ed,,
relaxes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relax+-es,,
relaxing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relax+-ing,,
released,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,release+-ed,,
releases,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,release+-es,,
releasing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,release+-ing,,
relented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relent+-ed,,
relenting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relent+-ing,,
relieved,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relieve+-ed,,
relieves,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relieve+-es,,
relieving,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,relieve+-ing,,
relied,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rely+-ed,,
relies,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rely+-es,,
relying,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rely+-ing,,
remained,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remain+-ed,,
remaining,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remain+-ing,,
remarked,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remark+-ed,,
remarking,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remark+-ing,,
remedied,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remedy+-ed,,
remedies,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remedy+-es,,
remedying,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remedy+-ing,,
remembered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remember+-ed,,
remembering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remember+-ing,,
reminisced,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reminisce+-ed,,
reminiscence,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reminisce+-ence,,
reminiscent,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reminisce+-ent,,
reminisces,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reminisce+-es,,
reminiscing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reminisce+-ing,,
remotes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remote+-es,,
remunerated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remunerate+-ed,,
remunerates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remunerate+-es,,
remunerating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,remunerate+-ing,,
rendered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,render+-ed,,
rendering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,render+-ing,,
renderings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,render+-ings,,
renovated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,renovate+-ed,,
renovates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,renovate+-es,,
renovating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,renovate+-ing,,
rented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rent+-ed,,
renters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rent+-ers,,
renting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rent+-ing,,
repeatably,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repeat+-ably,,
repeated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repeat+-ed,,
repeaters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repeat+-ers,,
repeating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repeat+-ing,,
repertoires,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repertoire+-es,,
replenished,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,replenish+-ed,,
replenishes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,replenish+-es,,
replenishing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,replenish+-ing,,
represented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,represent+-ed,,
representing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,represent+-ing,,
reptiles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reptile+-es,,
reputably,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repute+-ably,,
reputation,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repute+-ation,,
reputed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repute+-ed,,
reputes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repute+-es,,
reputing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,repute+-ing,,
required,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,require+-ed,,
requires,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,require+-es,,
requiring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,require+-ing,,
requisites,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,requisite+-es,,
rescued,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rescue+-ed,,
rescuers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rescue+-ers,,
rescues,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rescue+-es,,
rescuing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rescue+-ing,,
resembled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resemble+-ed,,
resembles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resemble+-es,,
resembling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resemble+-ing,,
resented,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resent+-ed,,
resentfully,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resent+-fully,,
resenting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resent+-ing,,
reserved,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reserve+-ed,,
reserves,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reserve+-es,,
reserving,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reserve+-ing,,
resided,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reside+-ed,,
resides,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reside+-es,,
residing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reside+-ing,,
residue,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reside+-ue,,
residues,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,residue+-es,,
resigned,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resign+-ed,,
resigning,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resign+-ing,,
resisted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resist+-ed,,
resisters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resist+-ers,,
resisting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resist+-ing,,
resources,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resource+-es,,
respected,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respect+-ed,,
respecting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respect+-ing,,
responded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respond+-ed,,
responding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respond+-ing,,
responses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respons+-es,,
responsible,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,respons+-ible,,
rested,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rest+-ed,,
resting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rest+-ing,,
restively,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rest+-ively,,
restored,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,restore+-ed,,
restorers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,restore+-ers,,
restores,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,restore+-es,,
restoring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,restore+-ing,,
resulted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,result+-ed,,
resulting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,result+-ing,,
resumed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resume+-ed,,
resumes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resume+-es,,
resuming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,resume+-ing,,
retailed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retail+-ed,,
retailers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retail+-ers,,
retailing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retail+-ing,,
retired,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retire+-ed,,
retirees,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retire+-es,,
retiring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retire+-ing,,
retrieved,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retrieve+-ed,,
retrievers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retrieve+-ers,,
retrieves,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retrieve+-es,,
retrieving,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,retrieve+-ing,,
returned,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,return+-ed,,
returning,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,return+-ing,,
revealed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reveal+-ed,,
revealing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reveal+-ing,,
revealings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reveal+-ings,,
revered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ed,,
reverence,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ence,,
reverent,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ent,,
reverential,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ential,,
reverently,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ently,,
reveres,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-es,,
revering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-ing,,
reverend,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revere+-nd,,
reversed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revers+-ed,,
reverses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revers+-es,,
reversing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revers+-ing,,
revolutionary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,revolut+-ionary,,
rewarded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reward+-ed,,
rewarding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,reward+-ing,,
riced,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rice+-ed,,
rices,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rice+-es,,
ricing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rice+-ing,,
riches,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rich+-es,,
riddled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riddle+-ed,,
riddles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riddle+-es,,
riddling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riddle+-ing,,
riders,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ride+-ers,,
rides,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ride+-es,,
riding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ride+-ing,,
ridged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridge+-ed,,
ridges,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridge+-es,,
ridging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridge+-ing,,
ridiculed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridicule+-ed,,
ridicules,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridicule+-es,,
ridiculing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridicule+-ing,,
ridiculously,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ridicule+-ously,,
rifled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rifle+-ed,,
rifles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rifle+-es,,
rifling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rifle+-ing,,
righted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,right+-ed,,
righting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,right+-ing,,
rigorously,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rigor+-ously,,
ringed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ring+-ed,,
ringers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ring+-ers,,
ringing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ring+-ing,,
rinsed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rinse+-ed,,
rinses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rinse+-es,,
rinsing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rinse+-ing,,
rioted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riot+-ed,,
rioters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riot+-ers,,
rioting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,riot+-ing,,
ripened,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripe+-ned,,
ripening,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripe+-ning,,
ripest,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripe+-st,,
rippled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripple+-ed,,
ripples,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripple+-es,,
rippling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ripple+-ing,,
risers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rise+-ers,,
rises,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rise+-es,,
risible,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rise+-ible,,
rising,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rise+-ing,,
risked,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,risk+-ed,,
risking,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,risk+-ing,,
rites,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rite+-es,,
ritual,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rite+-ual,,
rivaled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rival+-ed,,
rivaling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rival+-ing,,
rivalry,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rival+-ry,,
riveted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rivet+-ed,,
riveters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rivet+-ers,,
riveting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rivet+-ing,,
rivetting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rivet+-ting,,
roamed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roam+-ed,,
roamers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roam+-ers,,
roaming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roam+-ing,,
roared,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roar+-ed,,
roaring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roar+-ing,,
roasted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roast+-ed,,
roasters,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roast+-ers,,
roasting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roast+-ing,,
rocked,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rock+-ed,,
rockers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rock+-ers,,
rocking,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rock+-ing,,
rocketed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rocket+-ed,,
rocketing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rocket+-ing,,
rodent,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rode+-ent,,
rogered,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roger+-ed,,
rogering,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roger+-ing,,
roguery,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rogue+-ery,,
rogues,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rogue+-es,,
roiled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roil+-ed,,
roiling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roil+-ing,,
roles,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,role+-es,,
rolled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roll+-ed,,
rollers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roll+-ers,,
rolling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roll+-ing,,
romance,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roman+-ce,,
romantic,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roman+-tic,,
romantics,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roman+-tics,,
romanced,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,romance+-ed,,
romances,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,romance+-es,,
romancing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,romance+-ing,,
roofed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roof+-ed,,
roofers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roof+-ers,,
roofing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,roof+-ing,,
rooked,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rook+-ed,,
rookery,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rook+-ery,,
rooking,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rook+-ing,,
rookies,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rookie+-es,,
roomed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,room+-ed,,
roomers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,room+-ers,,
rooming,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,room+-ing,,
rooted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,root+-ed,,
rooting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,root+-ing,,
roped,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rope+-ed,,
ropes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rope+-es,,
roping,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rope+-ing,,
roses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rose+-es,,
rosily,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rose+-ily,,
rosin,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rose+-in,,
rosemary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rose+-mary,,
rotated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rotate+-ed,,
rotates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rotate+-es,,
rotating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rotate+-ing,,
roughed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rough+-ed,,
roughing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rough+-ing,,
rounded,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,round+-ed,,
rounding,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,round+-ing,,
roused,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rouse+-ed,,
rouses,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rouse+-es,,
rousing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rouse+-ing,,
routed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rout+-ed,,
routes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rout+-es,,
routing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rout+-ing,,
routeing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,route+-ing,,
routines,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,routine+-es,,
royalty,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,royal+-ty,,
rubbished,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rubbish+-ed,,
rubbishes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rubbish+-es,,
rubbishing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rubbish+-ing,,
rudimentary,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rudiment+-ary,,
ruined,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ruin+-ed,,
ruining,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ruin+-ing,,
ruled,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rule+-ed,,
rulers,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rule+-ers,,
rules,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rule+-es,,
ruling,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rule+-ing,,
rulings,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rule+-ings,,
rumination,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rumin+-ation,,
ruminated,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ruminate+-ed,,
ruminates,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ruminate+-es,,
ruminating,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,ruminate+-ing,,
rummaged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rummage+-ed,,
rummages,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rummage+-es,,
rummaging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rummage+-ing,,
rumored,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rumor+-ed,,
rumoring,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rumor+-ing,,
rupees,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rupee+-es,,
ruptured,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rupture+-ed,,
ruptures,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rupture+-es,,
rupturing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rupture+-ing,,
rushed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rush+-ed,,
rushes,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rush+-es,,
rushing,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rush+-ing,,
rusted,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rust+-ed,,
rustically,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rust+-ically,,
rustier,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rust+-ier,,
rusting,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rust+-ing,,
rustle,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,rust+-le,,
sabotaged,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sabotage+-ed,,
sabotages,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sabotage+-es,,
sabotaging,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sabotage+-ing,,
sacked,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sack+-ed,,
sacking,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sack+-ing,,
sacred,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sacr+-ed,,
sacrificed,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sacrific+-ed,,
sacrifices,Mới - ghép được nhưng chưa có trong dữ liệu MorphLink,sacrific+-es,,
