word,pos,meaning_en,meaning_vi
spottier,noun,a small round area that has a different colour or feels different from the surface it is on | having quality of; noun/adjective | person who does; comparative,a nhỏ round area that has a different colour or feels different from the surface it is on | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
spottiest,adjective,a small round area that has a different colour or feels different from the surface it is on | having quality of; noun/adjective | superlative,a nhỏ round area that has a different colour or feels different from the surface it is on | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
spreadable,adjective,"an increase in the amount or number of something that there is, or in the area that is affected by something | capable of being (adjective","an increase in the amount or number of something that there is, or in the area that is affected by something | capable of being (t tính từ"
springier,noun,the season between winter and summer when plants begin to grow | having quality of; noun/adjective | person who does; comparative,the season between winter and summer when plants begin to grow | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
springiest,adjective,the season between winter and summer when plants begin to grow | having quality of; noun/adjective | superlative,the season between winter and summer when plants begin to grow | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
squarer,noun,having four straight equal sides and four angles of 90° | person who does; comparative,having four straight equal sides and four angles of 90° | người thực hiện; so sánh hơn
squarest,adjective,having four straight equal sides and four angles of 90° | superlative,having four straight equal sides and four angles of 90° | so sánh nhất
stablest,adjective,"fixed or steady; not likely to move, change or fail | superlative","fixed or steady; not likely to move, change or fail | so sánh nhất"
stagier,noun,a period or state that something/somebody passes through while developing or making progress | having quality of; noun/adjective | person who does; comparative,a period or state that something/somebody passes through while developing or making progress | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
standeth,noun,"an attitude towards something or an opinion that you make clear to people | ordinal number / state (noun, VD: eighth, warmth","an attitude towards something or an opinion that you make clear to people | ordinal number / state (danh từ, VD: eighth, warmth"
standin,noun,"an attitude towards something or an opinion that you make clear to people + into an object, an area or a substance","an attitude towards something or an opinion that you make clear to people + into an object, an area or a substance"
starker,noun,"unpleasant; real, and impossible to avoid | person who does; comparative","unpleasant; real, and impossible to avoid | người thực hiện; so sánh hơn"
starkest,adjective,"unpleasant; real, and impossible to avoid | superlative","unpleasant; real, and impossible to avoid | so sánh nhất"
starrier,noun,a large ball of burning gas in space that we see as a point of light in the sky at night | having quality of; noun/adjective | person who does; comparative,a large ball of burning gas in space that we see as a point of light in the sky at night | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
startups,noun,the point at which something begins + towards or in a higher position,the point at which something begins + towards or in a higher position
statelessness,noun,provided or controlled by the government of a country | without (adjective | state or quality of (noun,provided or controlled by the government of a country | khong có (t tính từ | trạng thái hoặc tính chất của (danh từ
statelier,noun,provided or controlled by the government of a country | adverb of manner / adjective (like | person who does; comparative,provided or controlled by the government of a country | trạng từ chỉ cách thức / t tính từ (like | người thực hiện; so sánh hơn
stateliest,adjective,provided or controlled by the government of a country | adverb of manner / adjective (like | superlative,provided or controlled by the government of a country | trạng từ chỉ cách thức / t tính từ (like | so sánh nhất
steadier,noun,"developing, growing, etc. gradually and in an even and regular way | person who does; comparative","developing, growing, etc. gradually and in an even and regular way | người thực hiện; so sánh hơn"
steadiest,adjective,"developing, growing, etc. gradually and in an even and regular way | superlative","developing, growing, etc. gradually and in an even and regular way | so sánh nhất"
steamier,noun,the hot gas that water changes into when it boils | having quality of; noun/adjective | person who does; comparative,the hot gas that water changes into when it boils | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
steamiest,adjective,the hot gas that water changes into when it boils | having quality of; noun/adjective | superlative,the hot gas that water changes into when it boils | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
steamily,adverb,the hot gas that water changes into when it boils | having quality of; noun/adjective | adverb of manner / adjective (like,the hot gas that water changes into when it boils | cóĩ·· tính chất của; danh từ/t tính từ | trạng từ chỉ cách thức / t tính từ (like
steelier,noun,"a strong, hard metal that is made of a mixture of iron and carbon | having quality of; noun/adjective | person who does; comparative","a strong, hard metal that is made of a mixture of iron and carbon | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
steeliest,adjective,"a strong, hard metal that is made of a mixture of iron and carbon | having quality of; noun/adjective | superlative","a strong, hard metal that is made of a mixture of iron and carbon | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
steepest,adjective,"rising or falling quickly, not gradually | superlative","rising or falling quickly, not gradually | so sánh nhất"
stepsons,noun,one of a series of things that you do in order to achieve something + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập,one of a series of things that you do in order to achieve something + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập
stickier,noun,a thin piece of wood that has fallen or been broken from a tree | having quality of; noun/adjective | person who does; comparative,a thin piece of wood that has fallen or been broken from a tree | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
stickiest,adjective,a thin piece of wood that has fallen or been broken from a tree | having quality of; noun/adjective | superlative,a thin piece of wood that has fallen or been broken from a tree | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
stickman,noun,a thin piece of wood that has fallen or been broken from a tree + an adult male human,a thin piece of wood that has fallen or been broken from a tree + an adult male human
stiffer,noun,difficult to bend or move | person who does; comparative,difficult to bend or move | người thực hiện; so sánh hơn
stiffest,adjective,difficult to bend or move | superlative,difficult to bend or move | so sánh nhất
stillest,adjective,not moving; calm and quiet | superlative,not moving; calm and quiet | so sánh nhất
stimulatory,adjective,"(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | to make/become (verb | adjective | relating to, place for (adjective/noun","(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | lam cho/become (động từ | t tính từ | li quan đến, place for (t tính từ/danh từ"
stimuli,unknown,"stimul((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)) + -i([VARIANT] Latin plural ending (VD: radii, stimuli))",kích thích (gốc từ) — i (unknown)
stockbreeder,noun,"a supply of goods that is available for sale in a shop + a particular type of animal that has been developed by people in a certain way, especially a type of dog, cat or farm animal | person who does; comparative","a supply of goods that is available for sale in a shop + a particular type of animal that has been developed by people in a certain way, especially a type of dog, cat or farm animal | người thực hiện; so sánh hơn"
stockier,noun,a supply of goods that is available for sale in a shop | having quality of; noun/adjective | person who does; comparative,a supply of goods that is available for sale in a shop | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
stockiness,noun,a supply of goods that is available for sale in a shop | having quality of; noun/adjective | state or quality of (noun,a supply of goods that is available for sale in a shop | cóĩ·· tính chất của; danh từ/t tính từ | trạng thái hoặc tính chất của (danh từ
stonebreaker,noun,"a hard solid mineral substance that is found in the ground, often used for building + a short period of time when you stop what you are doing and rest, eat, etc. | person who does; comparative","a hard solid mineral substance that is found in the ground, often used for building + a short period of time when you stop what you are doing and rest, eat, etc. | người thực hiện; so sánh hơn"
stonier,noun,"a hard solid mineral substance that is found in the ground, often used for building | having quality of; noun/adjective | person who does; comparative","a hard solid mineral substance that is found in the ground, often used for building | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
stoniest,adjective,"a hard solid mineral substance that is found in the ground, often used for building | having quality of; noun/adjective | superlative","a hard solid mineral substance that is found in the ground, often used for building | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
stormier,noun,"very bad weather with strong winds and rain, and often thunder and lightning | having quality of; noun/adjective | person who does; comparative","very bad weather with strong winds and rain, and often thunder and lightning | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
stormiest,adjective,"very bad weather with strong winds and rain, and often thunder and lightning | having quality of; noun/adjective | superlative","very bad weather with strong winds and rain, and often thunder and lightning | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
straighter,noun,without a bend or curve; going in one direction only | person who does; comparative,khong có a bend or curve; going in one direction only | người thực hiện; so sánh hơn
straightest,adjective,without a bend or curve; going in one direction only | superlative,khong có a bend or curve; going in one direction only | so sánh nhất
strangest,adjective,"unusual or surprising, especially in a way that is difficult to understand | superlative","unusual or surprising, especially in a way that is difficult to understand | so sánh nhất"
streamside,noun,"a small, narrow river + either of the two halves of a surface, an object or an area that is divided by an imaginary central line","a nhỏ, narrow river + either of the two halves of a surface, an object or an area that is divided by an imaginary central line"
stretchier,noun,"an area of land or water, especially a long one | having quality of; noun/adjective | person who does; comparative","an area of land or water, especially a long one | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
stretchiest,adjective,"an area of land or water, especially a long one | having quality of; noun/adjective | superlative","an area of land or water, especially a long one | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
stricter,noun,that must be obeyed exactly | person who does; comparative,that must be obeyed exactly | người thực hiện; so sánh hơn
strictest,adjective,that must be obeyed exactly | superlative,that must be obeyed exactly | so sánh nhất
stringier,noun,"long, thin material used for tying things together, made of several threads that have been twisted together; a piece of string used to fasten or pull something or keep something in place | having quality of; noun/adjective | person who does; comparative","long, thin material used for tying things cung nhau, made of several threads that have been twisted cung nhau; a piece of string used to fasten or pull something or keep something in place | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
stringiest,adjective,"long, thin material used for tying things together, made of several threads that have been twisted together; a piece of string used to fasten or pull something or keep something in place | having quality of; noun/adjective | superlative","long, thin material used for tying things cung nhau, made of several threads that have been twisted cung nhau; a piece of string used to fasten or pull something or keep something in place | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
strongarm,adjective,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. + either of the two long parts that stick out from the top of the body and connect the shoulders to the hands","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. + either of the two long parts that stick out from the top of the body and connect the shoulders to the hands"
strongarm,verb,"to force or coerce someone by using strength, threats, or intimidation.",dùng vũ lực hoặc đe dọa để ép buộc ai đó.
stronger,noun,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. | person who does; comparative","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. | người thực hiện; so sánh hơn"
strongest,adjective,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. | superlative","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. | so sánh nhất"
strongrooms,adjective,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. + a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose","having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. + a part of a building that has its own walls, floor and ceiling and is usually used for a particular purpose"
stuffier,noun,"used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about | having quality of; noun/adjective | person who does; comparative","used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
stuffiest,adjective,"used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about | having quality of; noun/adjective | superlative","used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
stupider,noun,showing a lack of thought or good judgement | person who does; comparative,showing a lack of thought or good judgement | người thực hiện; so sánh hơn
stupidest,adjective,showing a lack of thought or good judgement | superlative,showing a lack of thought or good judgement | so sánh nhất
subfigures,noun,"under, below | a number representing a particular amount, especially one given in official information","under, below | a number representing a particular amount, especially one given in official information"
subgroups,noun,"under, below | a number of people or things that are together in the same place or that are connected in some way","under, below | a number of people or things that are cung nhau in the same place or that are connected in some way"
subhumanity,noun,"under, below | of or connected with people rather than animals, machines or gods | state or quality of (noun","under, below | of or connected with people rather than animals, machines or gods | trạng thái hoặc tính chất của (danh từ"
subjoined,verb,"under, below | to fix or connect two or more things together","under, below | to fix or connect two or more things cung nhau"
subparts,noun,"under, below | some but not all of a thing","under, below | some but not all of a thing"
subplot,noun,"under, below | the series of events that form the story of a novel, play, film, etc.","under, below | the series of events that form the story of a novel, play, film, etc."
subtler,noun,not very obvious or easy to notice | person who does; comparative,not very obvious or easy to notice | người thực hiện; so sánh hơn
subtlest,adjective,not very obvious or easy to notice | superlative,not very obvious or easy to notice | so sánh nhất
subtype,unknown,"sub-(under, below) + typo((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập))",sub — lỗi đánh máy (unknown)
successorship,noun,"a person or thing that comes after somebody/something else and takes their/its place | state, condition, skill (noun","a person or thing that comes after somebody/something else and takes their/its place | state, condition, skill (danh từ"
sugarier,noun,"a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or to make tea, coffee, etc. sweeter | having quality of; noun/adjective | person who does; comparative","a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or lam cho tea, coffee, etc. sweeter | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
sugariest,adjective,"a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or to make tea, coffee, etc. sweeter | having quality of; noun/adjective | superlative","a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or lam cho tea, coffee, etc. sweeter | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
summerier,noun,"the warmest season of the year, coming between spring and autumn | having quality of; noun/adjective | person who does; comparative","the warmest season of the year, coming between spring and autumn | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn"
summeriest,adjective,"the warmest season of the year, coming between spring and autumn | having quality of; noun/adjective | superlative","the warmest season of the year, coming between spring and autumn | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất"
sundeck,noun,the star that shines in the sky during the day and gives the earth heat and light + the top outside floor of a ship or boat,the star that shines in the sky during the day and gives the earth heat and light + the top outside floor of a ship or boat
sunnier,noun,the star that shines in the sky during the day and gives the earth heat and light | having quality of; noun/adjective | person who does; comparative,the star that shines in the sky during the day and gives the earth heat and light | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
sunniest,adjective,the star that shines in the sky during the day and gives the earth heat and light | having quality of; noun/adjective | superlative,the star that shines in the sky during the day and gives the earth heat and light | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
sunshiny,adjective,the star that shines in the sky during the day and gives the earth heat and light + to produce or reflect light; to be bright | having quality of; noun/adjective,the star that shines in the sky during the day and gives the earth heat and light + to produce or reflect light; to be bright | cóĩ·· tính chất của; danh từ/t tính từ
superfluousness,noun,"above, beyond, extremely | a serious disease caused by a virus, that causes a high temperature, severe pains and weakness | having quality of (adjective | state or quality of (noun","above, beyond, extremely | a serious disease caused by a virus, that causes a high temperature, severe pains and weakness | cóĩ·· tính chất của (t tính từ | trạng thái hoặc tính chất của (danh từ"
superhighways,adjective,"above, beyond, extremely | measuring a long distance from the bottom to the top + very far; by a large amount","above, beyond, extremely | measuring a long distance from the bottom to the top + very far; by a large amount"
superposed,verb,"above, beyond, extremely | to create a threat, problem, etc. that has to be dealt with","above, beyond, extremely | to create a threat, problem, etc. that has to be dealt with"
suppressiveness,noun,"under, below (variant of sub-, before p | newspapers and magazines | tending to, having nature of (adjective | state or quality of (noun","under, below (variant of sub-, before p | newspapers and magazines | tending to, having nature of (t tính từ | trạng thái hoặc tính chất của (danh từ"
supranationalism,noun,"above, beyond, extremely | a country considered as a group of people with the same language, culture and history, who live in a particular area under one government | relating to (adjective | noun | belief, practice, condition (noun","above, beyond, extremely | a country considered as a group of people with the same language, culture and history, who live in a particular area under one government | li quan đến (t tính từ | danh từ | belief, practice, condition (danh từ"
surefire,adjective,"confident that you know something or that you are right + the flames, light and heat, and often smoke, that are produced when something burns","confident that you know something or that you are right + the flames, light and heat, and often smoke, that are produced when something burns"
surefootedly,adverb,"confident that you know something or that you are right + the lowest part of the leg, below the ankle, on which a person or an animal stands | adverb of manner / adjective (like","confident that you know something or that you are right + the lowest part of the leg, below the ankle, on which a person or an animal stands | trạng từ chỉ cách thức / t tính từ (like"
surefootedness,noun,"confident that you know something or that you are right + the lowest part of the leg, below the ankle, on which a person or an animal stands | state or quality of (noun","confident that you know something or that you are right + the lowest part of the leg, below the ankle, on which a person or an animal stands | trạng thái hoặc tính chất của (danh từ"
surer,noun,confident that you know something or that you are right | person who does; comparative,confident that you know something or that you are right | người thực hiện; so sánh hơn
surest,adjective,confident that you know something or that you are right | superlative,confident that you know something or that you are right | so sánh nhất
sweepstake,verb,"to clean a room, surface, etc. using a broom (= a type of brush on a long handle","to clean a room, surface, etc. using a broom (= a type of brush on a long handle"
sweepstake,noun,"a form of gambling, especially on a horse race, in which the money staked by all participants is divided among the winners.","một hình thức cá cược, đặc biệt trong đua ngựa, trong đó tiền đặt cược của tất cả người tham gia được chia cho người thắng cuộc."
sweeter,noun,"containing, or tasting as if it contains, a lot of sugar | person who does; comparative","containing, or tasting as if it contains, a lot of sugar | người thực hiện; so sánh hơn"
sweetest,adjective,"containing, or tasting as if it contains, a lot of sugar | superlative","containing, or tasting as if it contains, a lot of sugar | so sánh nhất"
swingingly,adverb,a swinging movement or rhythm | adverb of manner / adjective (like,a swinging movement or rhythm | trạng từ chỉ cách thức / t tính từ (like
switchable,adjective,a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off | capable of being (adjective,a nhỏ device that you press or move up and down in order to turn a light or piece of electrical equipment on and off | capable of being (t tính từ
switchback,noun,a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + located behind or at the back of something,a nhỏ device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + located behind or at the back of something
switchgear,noun,a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + equipment in a vehicle that changes the relation between engine speed (or pedal speed on a bicycle,a nhỏ device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + equipment in a vehicle that changes the relation between engine speed (or pedal speed on a bicycle
switchover,noun,"a small device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + across a street, an open space, etc.","a nhỏ device that you press or move up and down in order to turn a light or piece of electrical equipment on and off + across a street, an open space, etc."
swordstick,noun,a weapon with a long metal blade (= sharp cutting part,a weapon with a long metal blade (= sharp cutting part
sympathizingly,adverb,"together, with (variant of syn- before b/m/p | (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | to make, to become (verb | adverb of manner / adjective (like","cung nhau, with (variant of syn- before b/m/p | (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | lam cho, trở thành (động từ | trạng từ chỉ cách thức / t tính từ (like"
systematical,adjective,an organized set of ideas or theories or a particular way of doing something | relating to (adjective | relating to (adjective | noun,an organized set of ideas or theories or a particular way of doing something | li quan đến (t tính từ | li quan đến (t tính từ | danh từ
taller,noun,having a greater than average height | person who does; comparative,having a greater than average height | người thực hiện; so sánh hơn
tallest,adjective,having a greater than average height | superlative,having a greater than average height | so sánh nhất
tastier,noun,the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth | having quality of; noun/adjective | person who does; comparative,the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
tastiest,adjective,the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth | having quality of; noun/adjective | superlative,the particular quality that different foods and drinks have that allows you to recognize them when you put them in your mouth | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
teabag,noun,the dried leaves (called tea leaves,the dried leaves (called tea leaves
teabags,unknown,"tea+bag(the dried leaves (called tea leaves) of the tea bush + a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling) + -z(z)",trà + túi — z (unknown)
tealeaf,noun,the dried leaves (called tea leaves,the dried leaves (called tea leaves
tealeaves,noun,the dried leaves (called tea leaves,the dried leaves (called tea leaves
tearlessly,adverb,a hole that has been made in something by tearing | without (adjective | adverb of manner / adjective (like,a hole that has been made in something by tearing | khong có (t tính từ | trạng từ chỉ cách thức / t tính từ (like
teenier,noun,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | having quality of; noun/adjective | person who does; comparative,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
teeniest,adjective,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | having quality of; noun/adjective | superlative,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
telstar,noun,tel | a large ball of burning gas in space that we see as a point of light in the sky at night,tel | a large ball of burning gas in space that we see as a point of light in the sky at night
tenderer,noun,"kind, gentle and loving | person who does; comparative","kind, gentle and loving | người thực hiện; so sánh hơn"
tenderer,adjective,"More tender, gentle, or sensitive than something else (comparative form of ""tender"").","Mềm mại, dịu dàng hoặc nhạy cảm hơn (dạng so sánh hơn của ""tender"")."
tenderest,adjective,"kind, gentle and loving | superlative","kind, gentle and loving | so sánh nhất"
tenderheartedly,adverb,"kind, gentle and loving + the organ in the chest that sends blood around the body, usually on the left in humans | adverb of manner / adjective (like","kind, gentle and loving + the organ in the chest that sends blood around the body, usually on the left in humans | trạng từ chỉ cách thức / t tính từ (like"
tenspot,number,ten+spot(10 + a small round area that has a different colour or feels different from the surface it is on),tờ bài hoặc tờ tiền mệnh giá mười
testators,noun,"an examination of somebody’s knowledge or ability, consisting of questions for them to answer or activities for them to perform | to make/become (verb | adjective | person/thing that does (noun","an examination of somebody’s knowledge or ability, consisting of questions for them to answer or activities for them to perform | lam cho/become (động từ | t tính từ | person/vật thực hiện (danh từ"
thanklessly,adverb,to tell somebody that you are grateful for something | without (adjective | adverb of manner / adjective (like,to tell somebody that you are grateful for something | khong có (t tính từ | trạng từ chỉ cách thức / t tính từ (like
thanklessness,noun,to tell somebody that you are grateful for something | without (adjective | state or quality of (noun,to tell somebody that you are grateful for something | khong có (t tính từ | trạng thái hoặc tính chất của (danh từ
theatergoing,unknown,theater+go((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập) + a person’s turn to move or play in a game or an activity),nhà hát + đi (unknown)
thereupon,adverb,used to show that something exists or happens + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập,used to show that something exists or happens + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập
thicker,noun,having a larger distance between opposite sides or surfaces than other similar objects or than normal | person who does; comparative,having a larger distance between opposite sides or surfaces than other similar objects or than normal | người thực hiện; so sánh hơn
thickest,adjective,having a larger distance between opposite sides or surfaces than other similar objects or than normal | superlative,having a larger distance between opposite sides or surfaces than other similar objects or than normal | so sánh nhất
thinnest,adjective,having a smaller distance between opposite sides or surfaces than other similar objects or than normal | superlative,having a smaller distance between opposite sides or surfaces than other similar objects or than normal | so sánh nhất
thirteens,number,three+teen(3 + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)),số mười ba (số nhiều)
thirteenths,noun,"3 + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | ordinal number / state (noun, VD: eighth, warmth","3 + (không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | ordinal number / state (danh từ, VD: eighth, warmth"
thrillingly,adverb,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | adverb of manner / adjective (like,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập | trạng từ chỉ cách thức / t tính từ (like
throatier,noun,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | having quality of; noun/adjective | person who does; comparative,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
throatily,adverb,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | having quality of; noun/adjective | adverb of manner / adjective (like,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | cóĩ·· tính chất của; danh từ/t tính từ | trạng từ chỉ cách thức / t tính từ (like
throatiness,noun,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | having quality of; noun/adjective | state or quality of (noun,a passage in the neck through which food and air pass on their way into the body; the front part of the neck | cóĩ·· tính chất của; danh từ/t tính từ | trạng thái hoặc tính chất của (danh từ
tidelands,noun,"a regular rise and fall in the level of the sea, caused by the pull of the moon and sun; the flow of water that happens as the sea rises and falls + the surface of the earth that is not sea","a regular rise and fall in the level of the sea, caused by the pull of the moon and sun; the flow of water that happens as the sea rises and falls + the surface of the earth that is not sea"
tidier,noun,arranged neatly and with everything in order | person who does; comparative,arranged neatly and with everything in order | người thực hiện; so sánh hơn
tidiest,adjective,arranged neatly and with everything in order | superlative,arranged neatly and with everything in order | so sánh nhất
tiebreak,noun,"a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front + a short period of time when you stop what you are doing and rest, eat, etc.","a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front + a short period of time when you stop what you are doing and rest, eat, etc."
tightest,adjective,"held or fixed in position securely; difficult to move, open or separate | superlative","held or fixed in position securely; difficult to move, open or separate | so sánh nhất"
timberlands,noun,trees that are grown to be used in building or for making things + the surface of the earth that is not sea,trees that are grown to be used in building or for making things + the surface of the earth that is not sea
timelier,noun,"what is measured in minutes, hours, days, etc. | adverb of manner / adjective (like | person who does; comparative","what is measured in minutes, hours, days, etc. | trạng từ chỉ cách thức / t tính từ (like | người thực hiện; so sánh hơn"
timeliest,adjective,"what is measured in minutes, hours, days, etc. | adverb of manner / adjective (like | superlative","what is measured in minutes, hours, days, etc. | trạng từ chỉ cách thức / t tính từ (like | so sánh nhất"
tinier,noun,very small in size or amount | person who does; comparative,very nhỏ in size or amount | người thực hiện; so sánh hơn
tiniest,adjective,very small in size or amount | superlative,very nhỏ in size or amount | so sánh nhất
tinnier,noun,a metal container in which food is sold; the contents of one of these containers | having quality of; noun/adjective | person who does; comparative,a metal container in which food is sold; the contents of one of these containers | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
tinniest,adjective,a metal container in which food is sold; the contents of one of these containers | having quality of; noun/adjective | superlative,a metal container in which food is sold; the contents of one of these containers | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
tipoff,noun,a small piece of advice about something practical + used to say that something has been removed or become separated,a nhỏ piece of advice about something practical + used to say that something has been removed or become separated
titleholder,noun,"the name of a book, poem, painting, piece of music, etc. + the action of holding somebody/something; the way you are holding somebody/something | person who does; comparative","the name of a book, poem, painting, piece of music, etc. + the hanh động of holding somebody/something; the way you are holding somebody/something | người thực hiện; so sánh hơn"
today'll,unknown,to+day(used to show purpose or intention + a period of 24 hours) + -ll(ll),đến + ngày — ll (unknown)
toiletries,adjective,"a large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body | relating to, place for (adjective/noun","a large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body | li quan đến, place for (t tính từ/danh từ"
tonally,adverb,"a unit for measuring weight, in the UK 2 240 pounds (long ton | short ton | adverb of manner / adjective (like","a unit for measuring weight, in the UK 2 240 pounds (long ton | short ton | trạng từ chỉ cách thức / t tính từ (like"
toothier,noun,any of the hard white structures in the mouth used for biting food | having quality of; noun/adjective | person who does; comparative,any of the hard white structures in the mouth used for biting food | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
toothiest,adjective,any of the hard white structures in the mouth used for biting food | having quality of; noun/adjective | superlative,any of the hard white structures in the mouth used for biting food | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
touchier,noun,the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them | having quality of; noun/adjective | person who does; comparative,the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them | cóĩ·· tính chất của; danh từ/t tính từ | người thực hiện; so sánh hơn
touchiest,adjective,the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them | having quality of; noun/adjective | superlative,the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them | cóĩ·· tính chất của; danh từ/t tính từ | so sánh nhất
