thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
flavor,Đã có trong MorphLink,2,the distinctive taste of a particular food or drink,"hương vị, mùi vị","flavorful, flavorless",new_combinations
flaw,Đã có trong MorphLink,2,"a mark, blemish, or defect that mars a substance or object; a fault","khiếm khuyết, tì vết, nhược điểm","flawless, flawlessly",missing_words_analyzed+new_combinations
fleet,Đã có trong MorphLink,1,"a group of ships, vehicles, or aircraft operating together under one command or owner","hạm đội, đội tàu xe",fleetest,new_combinations
flight,Đã có trong MorphLink,2,"an act or instance of flying, especially a journey made in an aircraft","chuyến bay, sự bay","flightless, spaceflight",new_combinations
float,Đã có trong MorphLink,2,to rest or move on or near the surface of a liquid without sinking,"nổi, trôi nổi","afloat, flotation",missing_words_analyzed
flood,Đã có trong MorphLink,1,an overflow of a large amount of water beyond its normal confines onto dry land,"lũ lụt, nạn lụt",floodlight,missing_words_analyzed
flour,Đã có trong MorphLink,1,"a powder obtained by grinding grain, used to make bread, cakes, and pastry",bột mì,flourish,new_combinations
flow,Đã có trong MorphLink,5,to move steadily and continuously in a current or stream,"dòng chảy, sự lưu thông","flowchart, flower, overflow, underflow, workflow",missing_words_analyzed+new_combinations
flower,Đã có trong MorphLink,3,"the colorful reproductive structure of a plant, often with petals",hoa,"cauliflower, flowerbed, wildflower",missing_words_analyzed+new_combinations
flu,Đã có trong MorphLink,2,"a common contagious viral illness (influenza) causing fever, aches, and respiratory symptoms",bệnh cúm,"effluent, fluent",missing_words_analyzed
fluid,Đã có trong MorphLink,1,"a substance, such as a liquid or gas, that has no fixed shape and flows freely","chất lỏng, chất lưu",fluidly,new_combinations
fold,Đã có trong MorphLink,3,to bend something over on itself so that one part covers another,"gấp, xếp lại","fourfold, hundredfold, threefold",new_combinations
folk,Đã có trong MorphLink,1,"people in general, especially those of a particular group or nation; traditional and typically anonymous","người dân, dân gian",folklore,missing_words_analyzed
follow,Đã có trong MorphLink,1,to go or come after a person or thing; to move in the same direction as,"theo, đi theo, làm theo",following,missing_words_analyzed
fond,Đã có trong MorphLink,3,having a liking or affection for someone or something,"yêu thích, trìu mến","fondant, fondling, fondus",new_combinations
food,Đã có trong MorphLink,2,any nutritious substance that people or animals eat to maintain life and growth,"thức ăn, thực phẩm","foodstuff, seafood",missing_words_analyzed
foot,Đã có trong MorphLink,6+,the lower extremity of the leg below the ankle; also a unit of length equal to 12 inches,bàn chân; foot (đơn vị đo chiều dài),"football, footbridge, foothold, footnote, footprint, footstep",missing_words_analyzed+new_combinations
force,Đã có trong MorphLink,5,"physical strength or power exerted on an object; also, an organized group with a particular task","lực, sức mạnh; lực lượng","forcefully, forcibly, reinforce, reinforcement, workforce",missing_words_analyzed+new_combinations
forest,Đã có trong MorphLink,3,a large area covered chiefly with trees and undergrowth,rừng,"deforestation, rainforest, reforestation",missing_words_analyzed+new_combinations
forge,Đã có trong MorphLink,3,"to make or shape a metal object by heating and hammering it; also, to make a fraudulent copy of something",rèn (kim loại); làm giả,"forgery, forget, forgive",missing_words_analyzed+new_combinations
forget,Đã có trong MorphLink,3,to fail to remember something,quên,"forgetfulness, forgettable, unforgettable",missing_words_analyzed+new_combinations
forgive,Đã có trong MorphLink,1,to stop feeling angry or resentful toward someone for an offense or mistake,tha thứ,unforgiving,missing_words_analyzed
form,Đã có trong MorphLink,6+,"the visible shape or structure of something; also, a document with blank spaces to fill in information","hình dạng, hình thức; mẫu đơn","format, formation, information, informational, platform, transformation",missing_words_analyzed+new_combinations
formal,Đã có trong MorphLink,1,following accepted conventions or rules; officially recognized or organized,"trang trọng, chính thức",informal,new_combinations
former,Đã có trong MorphLink,3,having previously been a particular thing; belonging to an earlier time; the first of two things mentioned,"trước đây, cựu; cái trước","informer, reformer, transformer",new_combinations
forward,Đã có trong MorphLink,3,toward the front; in the direction that one is facing or moving,"về phía trước, tiến lên","forwarder, forwardest, straightforward",missing_words_analyzed+new_combinations
found,Đã có trong MorphLink,4,"to establish or set up an institution or organization; also, the past tense of find","thành lập, sáng lập; (quá khứ của find) đã tìm thấy","foundation, foundry, profound, unfounded",missing_words_analyzed+new_combinations
four,Đã có trong MorphLink,3,the number equal to one more than three; 4,số bốn,"forty, fourfold, fourscore",missing_words_analyzed+new_combinations
fragile,Đã có trong MorphLink,2,"easily broken, damaged, or destroyed; delicate","dễ vỡ, mong manh","fragiler, fragilest",new_combinations
frame,Đã có trong MorphLink,2,"a rigid structure that surrounds or encloses something, such as a picture or window",khung,"framework, mainframe",missing_words_analyzed+new_combinations
franchise,Đã có trong MorphLink,2,an authorization granted by a company to a person or group to market its goods or services in a specific area,quyền kinh doanh nhượng quyền,"franchisee, franchiser",new_combinations
fraud,Đã có trong MorphLink,1,wrongful or criminal deception intended to result in financial or personal gain,"gian lận, lừa đảo",fraudulent,missing_words_analyzed
free,Đã có trong MorphLink,4,not under the control or in the power of another; not costing anything,tự do; miễn phí,"freebase, freelance, freestanding, freewill",missing_words_analyzed+new_combinations
frequent,Đã có trong MorphLink,4,occurring or done often; happening at short intervals,"thường xuyên, hay xảy ra","frequency, frequenter, frequentest, infrequent",missing_words_analyzed+new_combinations
fresh,Đã có trong MorphLink,3,"newly made, obtained, or gathered; not stale or spoiled","tươi, mới","afresh, freshet, freshwater",missing_words_analyzed+new_combinations
friend,Đã có trong MorphLink,3,"a person with whom one has a bond of mutual affection, independent of family ties","bạn, bạn bè","friendless, friendship, unfriendliness",missing_words_analyzed+new_combinations
front,Đã có trong MorphLink,6+,the side or part of an object or building that faces forward or is most prominent,"mặt trước, phía trước","confront, confrontation, frontally, frontier, riverfront, storefront",missing_words_analyzed+new_combinations
fruit,Đã có trong MorphLink,3,the sweet and fleshy edible part of a plant that develops from a flower and contains seeds,"trái cây, quả","fruitless, fruitlessly, fruitlessness",new_combinations
fuel,Đã có trong MorphLink,1,"a material such as coal, gas, or oil that is burned to produce heat or power",nhiên liệu,fuelling,new_combinations
fulfil,Đã có trong MorphLink,1,"to achieve or complete something promised, required, or desired","hoàn thành, thực hiện",fulfilling,new_combinations
full,Đã có trong MorphLink,3,containing as much or as many as possible; holding the maximum amount,"đầy, đầy đủ","fulfill, fully, overfull",missing_words_analyzed+new_combinations
fun,Đã có trong MorphLink,1,"enjoyment, amusement, or lighthearted pleasure","niềm vui, sự thú vị",funny,missing_words_analyzed
function,Đã có trong MorphLink,3,the natural or intended purpose or activity of a person or thing,chức năng,"dysfunction, functionality, functionally",missing_words_analyzed+new_combinations
fund,Đã có trong MorphLink,2,"a sum of money saved, collected, or made available for a particular purpose","quỹ, kinh phí","crowdfund, underfunded",missing_words_analyzed+new_combinations
fur,Đã có trong MorphLink,1,"the short, fine, soft hair covering the body of certain mammals",lông thú,furry,missing_words_analyzed
further,Đã có trong MorphLink,2,to a greater extent or degree; at or to a more advanced or distant point,"xa hơn, thêm nữa","furthermore, furthermost",missing_words_analyzed+new_combinations
game,Đã có trong MorphLink,4,"an activity engaged in for entertainment or competition, governed by rules",trò chơi,"gameness, gamer, gamest, gamine",new_combinations
gang,Đã có trong MorphLink,3,an organized group of criminals; a group of people who spend time together,"băng nhóm, băng đảng","gangling, ganglion, gangly",new_combinations
garden,Đã có trong MorphLink,1,"a piece of ground used for growing flowers, fruit, or vegetables","khu vườn, vườn",gardenia,new_combinations
gas,Đã có trong MorphLink,2,"a substance that exists in a state like air, having no fixed shape or volume; a fuel","khí, khí đốt","gaseous, gasoline",missing_words_analyzed
gate,Đã có trong MorphLink,1,"a hinged barrier used to close an opening in a wall, fence, or hedge",cổng,gateway,missing_words_analyzed
gather,Đã có trong MorphLink,2,to bring together or come together in one place; to collect,"tập hợp, thu thập, tụ họp","gatherer, gathering",missing_words_analyzed+new_combinations
gaze,Đã có trong MorphLink,2,"to look steadily and intently, especially in admiration, surprise, or thought",nhìn chằm chằm,"gazette, gazillion",new_combinations
gear,Đã có trong MorphLink,1,equipment or clothing needed for a particular activity; a toothed wheel that meshes with another in a machine,"dụng cụ, trang bị; bánh răng",headgear,missing_words_analyzed
gen,Đã có trong MorphLink,1,informal British word for information,"tin tức, thông tin (khẩu ngữ Anh)",homogenize,missing_words_analyzed
generous,Đã có trong MorphLink,2,"willing to give more of something, especially money, than is strictly necessary or expected","hào phóng, rộng lượng","generosity, overgenerous",missing_words_analyzed+new_combinations
gentle,Đã có trong MorphLink,2,"mild, kind, and tender in manner or disposition","dịu dàng, nhẹ nhàng","gentleman, gently",missing_words_analyzed
get,Đã có trong MorphLink,1,to come to have or hold something; to obtain or receive,"nhận được, lấy được, có được",getaway,missing_words_analyzed
ghost,Đã có trong MorphLink,2,the spirit of a dead person believed to appear to the living,"ma, hồn ma","ghostwrite, ghostwriter",new_combinations
girl,Đã có trong MorphLink,1,a female child or young woman,"cô gái, bé gái",papergirl,new_combinations
give,Đã có trong MorphLink,1,to freely transfer the possession of something to someone else,"cho, tặng, trao",caregiver,missing_words_analyzed
globe,Đã có trong MorphLink,1,"the earth; also a spherical object, especially a spherical model of the earth",quả địa cầu; toàn cầu,globally,new_combinations
glory,Đã có trong MorphLink,1,"high renown, honor, or praise won by notable achievements","vinh quang, vinh dự",glorious,new_combinations
go,Đã có trong MorphLink,4,to move or travel from one place to another,"đi, di chuyển","forgo, ongoing, outgo, undergo",missing_words_analyzed
goal,Đã có trong MorphLink,2,the object of a person's ambition or effort; the target in games such as football where points are scored,"mục tiêu; bàn thắng, khung thành","goalie, goaltender",new_combinations
good,Đã có trong MorphLink,2,having positive or desirable qualities; not bad or poor in quality,"tốt, tốt đẹp","goodie, goodwill",missing_words_analyzed+new_combinations
govern,Đã có trong MorphLink,4,"to conduct the policy and affairs of a state, organization, or people; to rule","cai trị, quản lý, điều hành","governable, governmental, nongovernmental, ungovernable",missing_words_analyzed+new_combinations
grace,Đã có trong MorphLink,4,"simple elegance or refinement of movement; also, a sense of divine favor or blessing",sự duyên dáng; ân sủng,"gracefully, graceless, gracelessly, gracelessness",missing_words_analyzed+new_combinations
grade,Đã có trong MorphLink,4,"a particular level of rank, quality, or value; a mark given for schoolwork","cấp bậc, hạng; điểm số","biodegradable, degradation, degrade, downgrade",missing_words_analyzed+new_combinations
graduate,Đã có trong MorphLink,2,a person who has successfully completed a course of study or degree,người tốt nghiệp,"postgraduate, undergraduate",new_combinations
grain,Đã có trong MorphLink,1,"a small hard seed of a food plant such as wheat, corn, or rice","hạt, ngũ cốc",granary,missing_words_analyzed
grand,Đã có trong MorphLink,5,"large, impressive, and imposing in size or appearance; magnificent","to lớn, hoành tráng, vĩ đại","granddaughter, grandee, grandfather, grandmother, grandson",missing_words_analyzed+new_combinations
grass,Đã có trong MorphLink,3,"vegetation consisting of short plants with narrow green leaves, growing wild or cultivated for lawns and pasture",cỏ,"bluegrass, grassland, grassy",missing_words_analyzed+new_combinations
grave,Đã có trong MorphLink,2,"a place of burial for a dead body, especially one dug in the ground; also, serious or solemn","mộ, ngôi mộ; nghiêm trọng","graveling, gravity",new_combinations
green,Đã có trong MorphLink,2,"of the color between blue and yellow, like grass or leaves",màu xanh lá cây,"greenhouse, wintergreen",missing_words_analyzed+new_combinations
grid,Đã có trong MorphLink,1,a network of horizontal and vertical lines forming squares; a network of power lines for electricity distribution,"lưới, mạng lưới",gridlock,missing_words_analyzed
grind,Đã có trong MorphLink,1,to crush or reduce something to small particles or powder by friction,"nghiền, xay",grindstone,missing_words_analyzed
ground,Đã có trong MorphLink,6+,the solid surface of the earth,"mặt đất, nền đất","aground, background, groundless, groundwork, playground, underground",missing_words_analyzed+new_combinations
group,Đã có trong MorphLink,2,"a number of people or things that are located, gathered, or classed together",nhóm,"grouper, groupie",new_combinations
grow,Đã có trong MorphLink,3,"to increase in size, number, or degree over time; to develop","lớn lên, phát triển, tăng trưởng","growling, overgrow, overgrowth",new_combinations
guard,Đã có trong MorphLink,4,"to protect a person, place, or thing from harm or danger; a person who does this","bảo vệ, canh gác; người bảo vệ","guardianship, guardrail, safeguard, unguarded",missing_words_analyzed
guide,Đã có trong MorphLink,2,a person or thing that shows the way or gives direction; to lead someone,người hướng dẫn; hướng dẫn,"guidebook, guideline",missing_words_analyzed
guilt,Đã có trong MorphLink,2,the fact or state of having committed an offense; a feeling of having done wrong,"tội lỗi, cảm giác tội lỗi","guiltless, guilty",missing_words_analyzed+new_combinations
gun,Đã có trong MorphLink,2,"a weapon that fires projectiles, typically bullets or shells",súng,"gunpowder, handgun",missing_words_analyzed
gut,Đã có trong MorphLink,1,the stomach or belly; the intestine,"ruột, dạ dày, bụng",gutted,missing_words_analyzed
habit,Đã có trong MorphLink,5,"a settled or regular tendency or practice, especially one that is hard to give up",thói quen,"habitable, habitation, habitual, habituate, inhabitable",missing_words_analyzed+new_combinations
hair,Đã có trong MorphLink,2,any of the fine threadlike strands growing from the skin of humans and animals,"tóc, lông","haircut, hairless",missing_words_analyzed+new_combinations
halt,Đã có trong MorphLink,1,to bring or come to an abrupt stop,"dừng lại, ngừng lại",halter,new_combinations
hand,Đã có trong MorphLink,6+,"the part of the human arm below the wrist, used for grasping and holding",bàn tay,"firsthand, handgun, handicraft, handmade, handwrite, handwritten",missing_words_analyzed+new_combinations
handle,Đã có trong MorphLink,1,"the part of an object by which it is held or carried; also, to deal with or manage something","tay cầm; xử lý, quản lý",handlebar,missing_words_analyzed
hang,Đã có trong MorphLink,2,to suspend an object so that it does not touch the ground; to be suspended,treo,"hangar, overhang",new_combinations
hard,Đã có trong MorphLink,6+,"solid, firm, and not easily broken or bent; also, difficult to do or understand",cứng; khó khăn,"hardline, hardliner, hardship, hardware, hardwood, hardy",missing_words_analyzed+new_combinations
harm,Đã có trong MorphLink,4,physical or other injury or damage caused to someone or something,"tổn hại, tác hại","harmless, harmlessly, harmlessness, unharmed",missing_words_analyzed+new_combinations
hate,Đã có trong MorphLink,1,to feel intense dislike or hostility toward someone or something,"ghét, căm ghét",hater,new_combinations
hazard,Đã có trong MorphLink,1,"a danger or risk of harm, especially one that is foreseeable","mối nguy hiểm, rủi ro",hazardous,new_combinations
head,Đã có trong MorphLink,6+,"the upper part of the human body, or the front part of an animal's body, containing the brain",đầu,"ahead, arrowhead, figurehead, headache, heading, headquarter",missing_words_analyzed+new_combinations
heal,Đã có trong MorphLink,1,to become sound or healthy again; to make a wound or injury better,"chữa lành, lành lại",health,new_combinations
health,Đã có trong MorphLink,3,the state of being free from illness or injury; general condition of the body,sức khỏe,"healthcare, healthy, unhealthy",missing_words_analyzed+new_combinations
hear,Đã có trong MorphLink,3,to perceive sound with the ear,nghe,"hearth, overhear, unheard",missing_words_analyzed+new_combinations
heart,Đã có trong MorphLink,6+,"the muscular organ that pumps blood through the body; also, the center of emotion","trái tim, tim","heartbeat, heartfelt, heartland, heartless, heartlessness, wholeheartedly",missing_words_analyzed+new_combinations
heat,Đã có trong MorphLink,2,the quality of being hot; a high temperature; energy transferred as a result of a temperature difference,"nhiệt, sức nóng","overheat, reheat",new_combinations
heaven,Đã có trong MorphLink,1,a place regarded in religion as the abode of God and the good after death; paradise,"thiên đường, thiên đàng",heavenward,new_combinations
hell,Đã có trong MorphLink,1,"a place regarded in religion as the abode of the devil and the wicked after death, associated with punishment and suffering",địa ngục,hellion,new_combinations
help,Đã có trong MorphLink,4,to make it easier for someone to do something by offering assistance or support,"giúp đỡ, trợ giúp","helpless, helplessly, helplessness, helpline",new_combinations
her,Đã có trong MorphLink,2,"used to refer to a female person or animal previously mentioned, as the object of a verb or possessive form","cô ấy, của cô ấy","coherence, inherently",missing_words_analyzed
hero,Đã có trong MorphLink,2,"a person admired for courage, outstanding achievements, or noble qualities",anh hùng,"heroically, heroics",missing_words_analyzed+new_combinations
hide,Đã có trong MorphLink,2,to put or keep something out of sight; to conceal oneself,"giấu, che giấu, trốn","hideous, horsehide",new_combinations
high,Đã có trong MorphLink,4,"extending far upward; of great height, degree, or intensity",cao,"highland, highlight, hightail, highway",missing_words_analyzed+new_combinations
hill,Đã có trong MorphLink,1,"a naturally raised area of land, smaller and less steep than a mountain","đồi, ngọn đồi",downhill,new_combinations
hire,Đã có trong MorphLink,1,to employ someone for wages; to obtain the temporary use of something for an agreed payment,"thuê, thuê mướn",rehire,new_combinations
hold,Đã có trong MorphLink,6+,"to grasp, carry, or support something with one's hands or arms","giữ, cầm, nắm","foothold, holding, household, shareholder, stronghold, withhold",missing_words_analyzed
holy,Đã có trong MorphLink,1,dedicated or devoted to religious use; sacred,"thánh, linh thiêng",holiday,missing_words_analyzed
home,Đã có trong MorphLink,6+,"the place where a person lives, especially with their family","nhà, mái ấm, quê nhà","homecoming, homelessness, homeowner, homesickness, hometown, homework",missing_words_analyzed+new_combinations
honest,Đã có trong MorphLink,4,free of deceit and untruthfulness; sincere and truthful,"trung thực, thật thà","dishonesty, honester, honestest, honesty",missing_words_analyzed+new_combinations
honor,Đã có trong MorphLink,2,"high respect or esteem given, received, or shown; a sense of what is right and honorable","danh dự, sự tôn kính","dishonorable, honorable",new_combinations
hook,Đã có trong MorphLink,1,"a curved piece of metal or other material used for catching, holding, or hanging things","cái móc, lưỡi câu",fishhook,new_combinations
hope,Đã có trong MorphLink,3,a feeling of expectation and desire for a particular thing to happen,hy vọng,"hopeless, hopelessly, hopelessness",new_combinations
horn,Đã có trong MorphLink,2,a hard permanent outgrowth on the heads of certain animals; a wind instrument played by blowing,sừng; kèn,"hornet, hornless",new_combinations
horse,Đã có trong MorphLink,3,"a large four-legged domesticated mammal with a mane and tail, used for riding and pulling loads",con ngựa,"horsehide, horsemanship, horsetail",missing_words_analyzed+new_combinations
host,Đã có trong MorphLink,2,"a person who receives or entertains guests, or organizes an event for others","chủ nhà, người tổ chức","hostage, hostile",new_combinations
house,Đã có trong MorphLink,6+,"a building for human habitation, especially one for a family","nhà, ngôi nhà","greenhouse, household, housewife, housework, storehouse, warehouse",missing_words_analyzed+new_combinations
how,Đã có trong MorphLink,2,in what way or manner; by what means,"như thế nào, bằng cách nào","however, somehow",missing_words_analyzed
human,Đã có trong MorphLink,6+,"relating to or characteristic of people, as distinct from animals or machines","con người, thuộc về con người","humanest, humankind, humanness, humanoid, inhuman, nonhuman",missing_words_analyzed+new_combinations
humble,Đã có trong MorphLink,1,having or showing a modest or low estimate of one's own importance; not proud,"khiêm tốn, khiêm nhường",humbleness,new_combinations
humor,Đã có trong MorphLink,3,the quality of being amusing or comic; the ability to appreciate or express what is funny,"sự hài hước, khiếu hài hước","humorless, humorlessness, humorous",new_combinations
hundred,Đã có trong MorphLink,1,the number equal to ten times ten; 100,một trăm,hundredfold,new_combinations
hurry,Đã có trong MorphLink,1,to move or act with great speed or urgency,"vội vàng, hối hả",unhurried,missing_words_analyzed
hurt,Đã có trong MorphLink,1,to cause physical or emotional pain or injury to someone,"làm đau, gây tổn thương",hurtling,new_combinations
husband,Đã có trong MorphLink,1,"a married man, especially in relation to his spouse",chồng,househusband,new_combinations
ice,Đã có trong MorphLink,1,water frozen into a solid state,"băng, nước đá",icy,missing_words_analyzed
ideal,Đã có trong MorphLink,1,satisfying one's conception of what is perfect; most suitable,lý tưởng,idealistic,missing_words_analyzed
image,Đã có trong MorphLink,2,"a visual representation of a person or thing, such as a picture or photograph",hình ảnh,"imagery, imagine",missing_words_analyzed+new_combinations
imagine,Đã có trong MorphLink,2,to form a mental picture or concept of something not present or real,tưởng tượng,"imagination, imaginatively",missing_words_analyzed
immune,Đã có trong MorphLink,1,protected against a particular disease or infection; resistant,miễn dịch,autoimmune,new_combinations
improve,Đã có trong MorphLink,1,to make or become better in quality or standard,"cải thiện, cải tiến",improvable,new_combinations
incur,Đã có trong MorphLink,3,"to become subject to something unwelcome, such as a debt or penalty, as a result of one's own behavior","phải chịu, gánh chịu (hậu quả, nợ)","incurable, incurious, incurring",new_combinations
indulge,Đã có trong MorphLink,1,to allow oneself to enjoy the pleasure of something,"buông thả, nuông chiều, thỏa mãn (sở thích)",overindulge,new_combinations
industry,Đã có trong MorphLink,2,"economic activity concerned with the processing of raw materials and manufacture of goods, or a branch of trade","công nghiệp, ngành công nghiệp","industrially, industrious",new_combinations
infer,Đã có trong MorphLink,1,to deduce or conclude information from evidence and reasoning rather than explicit statement,"suy luận, suy ra",inferring,new_combinations
inform,Đã có trong MorphLink,3,to give someone facts or information; to tell,"thông báo, cho biết","informally, misinformation, uninformed",missing_words_analyzed+new_combinations
injure,Đã có trong MorphLink,1,to cause physical harm or damage to a person or part of the body,"làm bị thương, gây tổn thương",injury,missing_words_analyzed
insert,Đã có trong MorphLink,1,to place or fit something into something else,"chèn vào, lắp vào",reinsert,new_combinations
instinct,Đã có trong MorphLink,1,"an innate, natural impulse or behavior rather than one learned through reasoning",bản năng,instinctively,missing_words_analyzed
instrument,Đã có trong MorphLink,1,"a tool or device used for a particular purpose, especially precision work or music","dụng cụ, nhạc cụ",instrumentalist,missing_words_analyzed
intense,Đã có trong MorphLink,1,"of extreme force, degree, or strength","mãnh liệt, dữ dội, căng thẳng",intensest,new_combinations
interest,Đã có trong MorphLink,2,a feeling of curiosity or concern about something; also money paid for the use of borrowed money,"sự quan tâm, hứng thú; lãi suất","interestingly, uninterested",missing_words_analyzed
interpret,Đã có trong MorphLink,1,"to explain the meaning of something, or to translate spoken words","diễn giải, thông dịch",misinterpretation,missing_words_analyzed
invade,Đã có trong MorphLink,1,to enter a country or territory by force with hostile intent,"xâm lược, xâm nhập",invasive,missing_words_analyzed
invite,Đã có trong MorphLink,3,to ask someone politely to go somewhere or do something,mời,"invitation, invitingly, uninvited",missing_words_analyzed
iron,Đã có trong MorphLink,1,"a strong, hard metallic element widely used for tools and structures; also a household appliance for pressing clothes",sắt; bàn ủi,ironically,missing_words_analyzed
jail,Đã có trong MorphLink,2,a place where people are confined as punishment for a crime or while awaiting trial,nhà tù,"jailbreak, jailor",new_combinations
job,Đã có trong MorphLink,1,"a paid position of regular employment, or a specific piece of work",công việc,joblessness,missing_words_analyzed
join,Đã có trong MorphLink,1,"to link or connect together, or to become a member of a group","gia nhập, kết nối, tham gia",rejoin,new_combinations
journey,Đã có trong MorphLink,1,an act of traveling from one place to another,"hành trình, chuyến đi",journeyman,missing_words_analyzed
judge,Đã có trong MorphLink,4,a public official who presides over a court of law and decides cases; also to form an opinion about someone or something,"thẩm phán; phán xét, đánh giá","judgemental, judgeship, judgment, misjudgment",missing_words_analyzed+new_combinations
jump,Đã có trong MorphLink,1,to push oneself off the ground using the legs and feet into the air,nhảy,jumpsuit,new_combinations
just,Đã có trong MorphLink,6+,"fair, reasonable, and morally right; or exactly, or only a short time ago","công bằng; vừa đúng, chỉ","adjustable, adjustment, justest, justification, readjust, readjustment",missing_words_analyzed+new_combinations
keep,Đã có trong MorphLink,1,"to have or retain possession of something, or to continue in a state or activity","giữ, duy trì",shopkeeper,missing_words_analyzed
kick,Đã có trong MorphLink,1,to strike or propel something with the foot,đá,kickstand,new_combinations
kill,Đã có trong MorphLink,3,"to cause the death of a person, animal, or other living thing",giết,"overkill, painkiller, roadkill",missing_words_analyzed+new_combinations
kind,Đã có trong MorphLink,1,"having a friendly, generous, and considerate nature; also a category or type","tử tế, tốt bụng; loại",kindling,new_combinations
king,Đã có trong MorphLink,6+,"the male ruler of an independent state, especially one who inherits the position by birth",vua,"biking, kingship, panicking, planking, thinking, trafficking",new_combinations
know,Đã có trong MorphLink,4,to be aware of or have information about something through experience or learning,biết,"knowable, knowledge, unknowable, unknowingly",missing_words_analyzed+new_combinations
labor,Đã có trong MorphLink,5,"physical or mental work, especially hard work; also the process of childbirth","lao động, công việc","collaborate, collaborative, elaborate, laboratory, laboriously",missing_words_analyzed
lady,Đã có trong MorphLink,2,"a woman, especially one regarded as being of good social standing or good manners","quý bà, phụ nữ","ladyfinger, ladyship",new_combinations
land,Đã có trong MorphLink,6+,"the solid part of the earth's surface, as opposed to sea or air","đất, đất liền","farmland, landlord, landmark, landscape, mainland, wetland",missing_words_analyzed+new_combinations
large,Đã có trong MorphLink,1,"of considerable or relatively great size, extent, or capacity","to lớn, rộng lớn",largess,new_combinations
late,Đã có trong MorphLink,6+,"arriving, occurring, or done after the expected or usual time","muộn, trễ","collate, dilate, oblate, prelate, relate, translate",missing_words_analyzed+new_combinations
laugh,Đã có trong MorphLink,2,to make sounds and movements expressing amusement,cười,"laughable, laughter",missing_words_analyzed+new_combinations
law,Đã có trong MorphLink,1,a system of rules established by a country or community to regulate behavior,"luật, pháp luật",lawyer,missing_words_analyzed
lay,Đã có trong MorphLink,2,to put something down carefully in a flat position; to place,đặt xuống,"bricklayer, layout",missing_words_analyzed
lead,Đã có trong MorphLink,1,"to guide or direct a group of people, or to be in charge of something","dẫn dắt, lãnh đạo",leadership,missing_words_analyzed
leaf,Đã có trong MorphLink,2,"a flat, usually green, part of a plant attached to a stem, which carries out photosynthesis",lá cây,"leafless, leafy",missing_words_analyzed+new_combinations
least,Đã có trong MorphLink,1,the smallest amount or degree; the superlative of little,ít nhất,leastwise,new_combinations
leave,Đã có trong MorphLink,1,to go away from a place or person; or to allow something to remain,"rời đi, để lại",leaven,new_combinations
left,Đã có trong MorphLink,6+,on or toward the side of the body that is typically weaker in most people; opposite of right,"trái, bên trái","copyleft, lefter, leftest, leftie, leftmost, leftover",missing_words_analyzed+new_combinations
leg,Đã có trong MorphLink,2,one of the limbs on which a person or animal walks and stands,"chân, cẳng chân","legged, legible",missing_words_analyzed
legal,Đã có trong MorphLink,2,relating to or based on the law; permitted by law,"hợp pháp, thuộc về luật pháp","illegal, illegally",missing_words_analyzed
length,Đã có trong MorphLink,3,the measurement or extent of something from end to end,"chiều dài, độ dài","lengthwise, lengthy, wavelength",missing_words_analyzed+new_combinations
less,Đã có trong MorphLink,6+,a smaller amount of; not as much,ít hơn,"backless, baseless, blameless, bloodless, nevertheless, nonetheless",missing_words_analyzed+new_combinations
lethal,Đã có trong MorphLink,1,sufficient to cause death; deadly,"gây chết người, chí mạng",lethally,new_combinations
letter,Đã có trong MorphLink,1,a written or printed message sent to a person; also a character representing a sound in writing,lá thư; chữ cái,letterbomb,new_combinations
level,Đã có trong MorphLink,2,"a horizontal plane or line with respect to height, or a position on a scale","mức độ, trình độ; bằng phẳng","levelling, levelness",new_combinations
liable,Đã có trong MorphLink,2,"legally responsible for something, or likely to do or experience something","có trách nhiệm pháp lý; dễ bị, có khả năng","liability, reliable",missing_words_analyzed+new_combinations
license,Đã có trong MorphLink,1,"an official document or permission granting the right to do, use, or own something",giấy phép,unlicensed,missing_words_analyzed
lie,Đã có trong MorphLink,1,to say something false with the intention to deceive; also to be in a horizontal resting position,nói dối; nằm,liar,missing_words_analyzed
life,Đã có trong MorphLink,6+,the condition that distinguishes living organisms from dead ones; the period between birth and death,"cuộc sống, sự sống","afterlife, lifeboat, lifeless, lifestyle, lifetime, wildlife",missing_words_analyzed+new_combinations
lift,Đã có trong MorphLink,3,to raise something to a higher position; to pick up,"nâng, nhấc lên","facelift, shoplift, weightlifter",missing_words_analyzed+new_combinations
light,Đã có trong MorphLink,6+,the natural agent that stimulates sight and makes things visible; also not heavy,ánh sáng; nhẹ,"highlight, lighthouse, lightning, spotlight, streetlight, sunlight",missing_words_analyzed+new_combinations
like,Đã có trong MorphLink,5,to find something pleasant or enjoyable; also similar to,thích; giống như,"alike, godlike, likeable, likeableness, likewise",missing_words_analyzed+new_combinations
limb,Đã có trong MorphLink,2,"an arm or leg of a person, or a branch of a tree","chi (tay, chân), cành cây","limber, limbless",new_combinations
limit,Đã có trong MorphLink,3,a point or level beyond which something does not or may not pass,giới hạn,"limitation, limitless, unlimited",missing_words_analyzed+new_combinations
line,Đã có trong MorphLink,6+,"a long, thin mark, or a row of people or things arranged in order","đường kẻ, hàng","baseline, coastline, deadline, guideline, shoreline, timeline",missing_words_analyzed+new_combinations
