root_word,topic,subtopic,is_polysemous
pit,Thực phẩm,Trái cây,True
pitch,Thể thao,Sân thi đấu,True
pitch,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,True
pity,Con người,Cảm xúc,False
place,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
plain,Môi trường và tự nhiên,Núi và cảnh quan,False
plan,Du lịch và lưu trú,Lập kế hoạch chuyến đi,False
plane,Giao thông,Máy bay,False
planet,Môi trường và tự nhiên,Thiên văn học,False
plant,Môi trường và tự nhiên,Cây,True
plant,Kinh doanh và tài chính,Doanh nghiệp,True
plastic,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
plate,Nhà cửa,Đồ nội thất,True
plate,Giao thông,Ngoại thất ô tô,True
play,Giải trí và thời gian rảnh,Hoạt động ngoài trời,True
play,Giải trí và thời gian rảnh,Sân khấu,True
plea,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
plead,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
please,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
plenty,Ngữ pháp và hư từ,Lượng từ,False
plot,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
plug,Nhà cửa,Hệ thống điện và nước,False
plunge,Thể thao,Thể thao dưới nước,False
plus,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
pocket,Ngoại hình và trang phục,Chất liệu vải,False
poet,Nghề nghiệp và công việc,Nghề sáng tạo và nghệ thuật,False
point,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
point,Thể thao,Luật thi đấu,True
poison,Sức khỏe,Sơ cứu,False
pole,Thể thao,Trang thiết bị thể thao,True
pole,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,True
police,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
polite,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
poll,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
pond,Môi trường và tự nhiên,"Sông, hồ và thác nước",False
pool,Thể thao,Bơi lội,True
pool,Kinh doanh và tài chính,Đầu tư,True
poor,Kinh doanh và tài chính,Ngân sách cá nhân,False
pop,Giải trí và thời gian rảnh,Phong cách âm nhạc,False
port,Giao thông,Cảng,False
portion,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
portray,"Nghệ thuật, thiết kế và văn hóa",Hội họa,False
pose,"Nghệ thuật, thiết kế và văn hóa",Nhiếp ảnh,False
possess,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
possible,Khái niệm trừu tượng,Khả năng và cần thiết,False
post,Dịch vụ,Bưu điện,True
post,Giải trí và thời gian rảnh,Mạng xã hội,True
post,Nghề nghiệp và công việc,Thông tin nghề nghiệp,True
pot,Nhà cửa,Đồ nội thất,False
pound,Ngôn ngữ hằng ngày,Tiền tệ và mệnh giá,True
pound,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
pound,Khái niệm trừu tượng,Hành động và xử lý,True
pour,Đời sống hằng ngày,Nấu ăn,False
powder,Ngoại hình và trang phục,Trang điểm,False
power,"Khoa học, công nghệ và kỹ thuật",Năng lượng,False
praise,Con người,Mối quan hệ,False
prayer,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
preach,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
precedent,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
precious,Khái niệm trừu tượng,Đánh giá và giá trị,False
precise,Khái niệm trừu tượng,Đánh giá và giá trị,False
prefer,Con người,Cảm xúc,False
premier,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
prepare,Đời sống hằng ngày,Nấu ăn,False
presence,Khái niệm trừu tượng,Tính chất khác,False
present,Khái niệm trừu tượng,Thời gian và thứ tự,True
present,Giải trí và thời gian rảnh,Sự kiện và lễ hội,True
preside,Nghề nghiệp và công việc,Cuộc họp,False
press,Nghề nghiệp và công việc,Nghề truyền thông,True
press,Khái niệm trừu tượng,Hành động và xử lý,True
pretend,Con người,Tính cách,False
pretty,Ngoại hình và trang phục,Cơ thể và ngoại hình,False
prevent,Sức khỏe,Bệnh tật,False
previous,Khái niệm trừu tượng,Thời gian và thứ tự,False
price,Mua sắm,Khuyến mãi và giảm giá,False
priest,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
prim,Con người,Tính cách,False
prince,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
principal,Học tập và giáo dục,Giáo viên và học sinh,False
principle,Khái niệm trừu tượng,Đánh giá và giá trị,False
print,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa,False
prior,Khái niệm trừu tượng,Thời gian và thứ tự,False
prison,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
private,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
privilege,Khái niệm trừu tượng,Đánh giá và giá trị,False
prize,Học tập và giáo dục,Bằng cấp,False
prob,Khái niệm trừu tượng,Khả năng và cần thiết,False
problem,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
proceed,Khái niệm trừu tượng,Hành động và xử lý,False
profit,Kinh doanh và tài chính,Doanh thu và lợi nhuận,False
profound,Khái niệm trừu tượng,Mức độ và so sánh,False
program,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
promise,Con người,Mối quan hệ,False
prompt,Khái niệm trừu tượng,Thời gian và thứ tự,False
pronounce,Học tập và giáo dục,Học ngoại ngữ,False
proof,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
proper,Khái niệm trừu tượng,Đánh giá và giá trị,False
protect,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
protest,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
proud,Con người,Cảm xúc,False
prove,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
province,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
provoke,Con người,Cảm xúc,False
public,Cộng đồng và đô thị,Công trình công cộng,False
publish,Nghề nghiệp và công việc,Nghề truyền thông,False
pull,Khái niệm trừu tượng,Hành động và xử lý,False
pulse,Sức khỏe,Cơ thể và sức khỏe,False
punch,Thể thao,Thể thao đối kháng,True
punch,Ăn uống bên ngoài,Đồ uống,True
punk,Giải trí và thời gian rảnh,Phong cách âm nhạc,False
purchase,Mua sắm,Mua sắm trực tuyến,False
pure,Khái niệm trừu tượng,Đánh giá và giá trị,False
purple,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
purpose,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
pursue,Khái niệm trừu tượng,Hành động và xử lý,False
push,Khái niệm trừu tượng,Hành động và xử lý,False
put,Ngôn ngữ hằng ngày,Động từ hành động cơ bản,False
puzzle,Giải trí và thời gian rảnh,Trò chơi bàn,False
qualify,Học tập và giáo dục,Bằng cấp,False
quarter,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
queen,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
quest,Giải trí và thời gian rảnh,Trò chơi bàn,False
question,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
quick,Khái niệm trừu tượng,Mức độ và so sánh,False
quiet,Khái niệm trừu tượng,Mức độ và so sánh,False
quit,Nghề nghiệp và công việc,Tìm việc,False
quote,Học tập và giáo dục,Nghiên cứu,False
race,Thể thao,Điền kinh,True
race,Ngôn ngữ hằng ngày,Thông tin cá nhân,True
radio,Giải trí và thời gian rảnh,Truyền hình,False
rage,Con người,Cảm xúc,False
raid,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
rail,Giao thông,Tàu hỏa,False
rain,Môi trường và tự nhiên,Thời tiết,False
raise,Nghề nghiệp và công việc,Lương và phúc lợi,False
random,Khái niệm trừu tượng,Tính chất khác,False
range,Khái niệm trừu tượng,Phạm vi và bộ phận,True
range,Môi trường và tự nhiên,Núi và cảnh quan,True
rank,Thể thao,Luật thi đấu,True
rank,Nghề nghiệp và công việc,Nghề công vụ và an ninh,True
rape,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
rapid,Khái niệm trừu tượng,Mức độ và so sánh,False
rare,Khái niệm trừu tượng,Đánh giá và giá trị,False
rat,Môi trường và tự nhiên,Động vật có vú,False
rate,Kinh doanh và tài chính,Lãi suất,True
rate,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
rational,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
raw,Thực phẩm,An toàn thực phẩm,False
ray,"Khoa học, công nghệ và kỹ thuật",Vật lý,True
ray,Sức khỏe,Bệnh viện,True
reach,Khái niệm trừu tượng,Hành động và xử lý,False
read,Giải trí và thời gian rảnh,Đọc sách,False
ready,Khái niệm trừu tượng,Khả năng và cần thiết,False
real,Khái niệm trừu tượng,Đánh giá và giá trị,False
realize,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
rear,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,True
rear,Con người,Gia đình,True
reason,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
rebel,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
recent,Khái niệm trừu tượng,Thời gian và thứ tự,False
reckon,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
recommend,Mua sắm,Khuyến mãi và giảm giá,False
record,Học tập và giáo dục,Điểm số và đánh giá,True
record,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,True
record,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,True
recover,Sức khỏe,Bệnh tật,False
recruit,Nghề nghiệp và công việc,Tìm việc,False
red,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
refer,Học tập và giáo dục,Nghiên cứu,False
refuge,"Pháp luật, an toàn và khẩn cấp",Sơ tán,False
regard,Con người,Mối quan hệ,False
region,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
register,Học tập và giáo dục,Trường học,False
regret,Con người,Cảm xúc,False
relate,Con người,Mối quan hệ,False
relax,Đời sống hằng ngày,Chăm sóc bản thân,False
release,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
relieve,Con người,Cảm xúc,False
reluctant,Con người,Cảm xúc,False
rely,Con người,Mối quan hệ,False
remain,Khái niệm trừu tượng,Thời gian và thứ tự,False
remark,Con người,Mối quan hệ,False
remedy,Sức khỏe,Thuốc và dạng thuốc,False
remember,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
remote,"Khoa học, công nghệ và kỹ thuật",Điện thoại thông minh,False
rent,Nhà cửa,Các loại nhà,False
repeat,Học tập và giáo dục,Kỹ năng học tập,False
represent,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
republic,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
rescue,"Pháp luật, an toàn và khẩn cấp",Cứu hộ,False
reserve,Ăn uống bên ngoài,Nhà hàng,False
reside,Nhà cửa,Ngôi nhà,False
residue,"Khoa học, công nghệ và kỹ thuật",Hóa học,False
resign,Nghề nghiệp và công việc,Tìm việc,False
resource,Môi trường và tự nhiên,Bảo tồn thiên nhiên,False
respect,Con người,Mối quan hệ,False
respond,Dịch vụ,Dịch vụ khách hàng,False
response,Dịch vụ,Dịch vụ khách hàng,False
responsible,Con người,Tính cách,False
rest,Đời sống hằng ngày,Chăm sóc bản thân,False
restore,Nhà cửa,Sửa chữa và bảo trì,False
result,Học tập và giáo dục,Điểm số và đánh giá,False
retail,Mua sắm,Trung tâm thương mại,False
retire,Nghề nghiệp và công việc,Nghỉ phép và thời gian làm việc,False
retrieve,"Khoa học, công nghệ và kỹ thuật",Máy tính,False
return,Mua sắm,Đổi trả và bảo hành,False
reveal,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
reward,Nghề nghiệp và công việc,Lương và phúc lợi,False
rhetoric,Học tập và giáo dục,Kỹ năng học tập,False
rhythm,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
rich,Kinh doanh và tài chính,Đầu tư,False
rid,Khái niệm trừu tượng,Hành động và xử lý,False
ride,Giao thông,Taxi và gọi xe,False
rifle,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
right,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,True
right,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,True
ring,Ngoại hình và trang phục,Trang sức,True
ring,Thể thao,Thể thao đối kháng,True
riot,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
rip,Ngoại hình và trang phục,Sửa chữa quần áo,False
rise,Khái niệm trừu tượng,Thay đổi và phát sinh,False
risk,Kinh doanh và tài chính,Bảo hiểm,False
ritual,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
rival,Thể thao,Thể thao chung,False
river,Môi trường và tự nhiên,"Sông, hồ và thác nước",False
road,Giao thông,Đường sá,False
rob,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
robust,Khái niệm trừu tượng,Đánh giá và giá trị,False
rock,Môi trường và tự nhiên,Đá,True
rock,Giải trí và thời gian rảnh,Phong cách âm nhạc,True
rocket,Môi trường và tự nhiên,Thám hiểm không gian,False
rod,Nhà cửa,Đồ nội thất,False
role,"Nghệ thuật, thiết kế và văn hóa",Nghệ thuật biểu diễn,True
role,Nghề nghiệp và công việc,Thông tin nghề nghiệp,True
roll,Thể thao,Bóng bầu dục Mỹ,True
roll,Thực phẩm,Bánh mì và bột,True
romance,Con người,Mối quan hệ,False
romantic,Con người,Mối quan hệ,False
roof,Nhà cửa,Ngôi nhà,False
room,Nhà cửa,Các phòng trong nhà,True
room,Khái niệm trừu tượng,Phạm vi và bộ phận,True
root,Môi trường và tự nhiên,Cây,True
root,"Khoa học, công nghệ và kỹ thuật",Máy tính,True
rope,Thể thao,Trang thiết bị thể thao,False
rose,Môi trường và tự nhiên,Cây có hoa,True
rose,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,True
rotate,"Khoa học, công nghệ và kỹ thuật",Vật lý,False
rough,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
round,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,True
round,Thể thao,Golf,True
routine,Đời sống hằng ngày,Thói quen hằng ngày,False
row,Thể thao,Thể thao dưới nước,True
row,Con người,Mối quan hệ,True
rub,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
rubbish,Nhà cửa,Xử lý rác,False
rude,Con người,Tính cách,False
ruin,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
rule,Thể thao,Luật thi đấu,False
run,Thể thao,Điền kinh,True
run,"Khoa học, công nghệ và kỹ thuật",Phần mềm,True
run,Nghề nghiệp và công việc,Nơi làm việc,True
rural,Môi trường và tự nhiên,Nông nghiệp,False
rush,Đời sống hằng ngày,Thói quen hằng ngày,False
sack,Ngoại hình và trang phục,Túi xách,False
sacro,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
sad,Con người,Cảm xúc,False
safe,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
sail,Giao thông,Tàu thuyền,False
saint,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
sake,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
sale,Mua sắm,Khuyến mãi và giảm giá,False
salt,Thực phẩm,Gia vị,False
same,Khái niệm trừu tượng,Mức độ và so sánh,False
sample,"Khoa học, công nghệ và kỹ thuật",Phòng thí nghiệm,False
sand,Giải trí và thời gian rảnh,Bãi biển,False
sauce,Thực phẩm,Sốt và gia vị phết,False
save,Kinh doanh và tài chính,Tiết kiệm,False
say,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
scale,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
scale,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,True
scan,Sức khỏe,Bệnh viện,False
scandal,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
scare,Con người,Cảm xúc,False
scatter,Khái niệm trừu tượng,Thay đổi và phát sinh,False
scene,Giải trí và thời gian rảnh,Phim và rạp chiếu,False
scheme,Kinh doanh và tài chính,Đầu tư,False
school,Học tập và giáo dục,Trường học,True
school,Môi trường và tự nhiên,Cá,True
scope,Khái niệm trừu tượng,Phạm vi và bộ phận,False
score,Học tập và giáo dục,Điểm số và đánh giá,False
scratch,Sức khỏe,Chấn thương,False
scream,Con người,Cảm xúc,False
screen,"Khoa học, công nghệ và kỹ thuật",Phần cứng máy tính,True
screen,Giải trí và thời gian rảnh,Phim và rạp chiếu,True
screw,Nhà cửa,Sửa chữa và bảo trì,False
script,Giải trí và thời gian rảnh,Sân khấu,False
sea,Môi trường và tự nhiên,Biển và đại dương,False
seal,Môi trường và tự nhiên,Động vật có vú,True
seal,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,True
search,"Khoa học, công nghệ và kỹ thuật",Internet,False
season,Môi trường và tự nhiên,Các mùa,True
season,Thực phẩm,Gia vị,True
seat,Giao thông,Nội thất ô tô,False
second,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",True
second,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,True
secret,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
secretary,Nghề nghiệp và công việc,Văn phòng,False
secular,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
secure,Nhà cửa,An ninh nhà ở,False
see,Con người,Khuôn mặt,False
seed,Thực phẩm,Hạt giống,False
seek,Nghề nghiệp và công việc,Tìm việc,False
seem,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
segment,Khái niệm trừu tượng,Phạm vi và bộ phận,False
seize,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
select,Khái niệm trừu tượng,Đánh giá và giá trị,False
self,Con người,Tính cách,False
sell,Mua sắm,Mua sắm trực tuyến,False
send,Dịch vụ,Bưu điện,False
senior,Con người,Tuổi tác và các giai đoạn cuộc đời,False
sense,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
sentence,"Pháp luật, an toàn và khẩn cấp",Tòa án,True
sentence,Học tập và giáo dục,Học ngoại ngữ,True
sequence,Khái niệm trừu tượng,Thời gian và thứ tự,False
serious,Khái niệm trừu tượng,Đánh giá và giá trị,False
serve,Ăn uống bên ngoài,Nhà hàng,False
set,Giải trí và thời gian rảnh,Sân khấu,True
set,Thể thao,Tennis,True
settle,Nhà cửa,Ngôi nhà,False
seven,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
several,Ngữ pháp và hư từ,Lượng từ,False
severe,Sức khỏe,Triệu chứng,False
sex,Con người,Sinh sản,False
shade,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
shadow,Môi trường và tự nhiên,Ánh nắng,False
shake,Con người,Cảm xúc,False
shallow,Môi trường và tự nhiên,"Sông, hồ và thác nước",False
shame,Con người,Cảm xúc,False
shape,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
share,Kinh doanh và tài chính,Đầu tư,False
sharp,Nhà cửa,Đồ nội thất,False
shatter,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
shed,Nhà cửa,Ga-ra và kho,True
shed,Con người,Cảm xúc,True
sheep,Môi trường và tự nhiên,Động vật có vú,False
sheet,Nhà cửa,Phòng ngủ,False
shelf,Nhà cửa,Đồ nội thất,False
shell,Môi trường và tự nhiên,Động vật không xương sống,False
shelter,"Pháp luật, an toàn và khẩn cấp",Sơ tán,False
shift,Nghề nghiệp và công việc,Nghỉ phép và thời gian làm việc,True
shift,Khái niệm trừu tượng,Thay đổi và phát sinh,True
shine,Môi trường và tự nhiên,Ánh nắng,False
ship,Giao thông,Tàu thuyền,False
shirt,Ngoại hình và trang phục,Quần áo nam,False
shock,Sức khỏe,Chấn thương,False
shoe,Ngoại hình và trang phục,Giày dép,False
shoot,Giải trí và thời gian rảnh,Nhiếp ảnh,False
shop,Mua sắm,Siêu thị,False
shore,Môi trường và tự nhiên,Biển và đại dương,False
short,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
shot,Sức khỏe,Sơ cứu,True
shot,Thể thao,Golf,True
shot,Giải trí và thời gian rảnh,Nhiếp ảnh,True
show,Giải trí và thời gian rảnh,Truyền hình,False
shower,Nhà cửa,Phòng tắm,False
shrink,Ngoại hình và trang phục,Giặt và bảo quản quần áo,False
shut,Nhà cửa,Các phòng trong nhà,False
shy,Con người,Tính cách,False
sick,Sức khỏe,Bệnh tật,False
side,Khái niệm trừu tượng,Phạm vi và bộ phận,False
sight,Con người,Khuôn mặt,False
sign,"Nghệ thuật, thiết kế và văn hóa",Biểu tượng và biển hiệu,True
sign,Sức khỏe,Triệu chứng,True
silence,Con người,Cảm xúc,False
silent,Khái niệm trừu tượng,Mức độ và so sánh,False
silk,Ngoại hình và trang phục,Chất liệu vải,False
silly,Con người,Tính cách,False
silver,Kinh doanh và tài chính,Đầu tư,False
simple,Khái niệm trừu tượng,Đánh giá và giá trị,False
sin,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
sincere,Con người,Tính cách,False
sing,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
single,Con người,Mối quan hệ,False
sink,Nhà cửa,Phòng tắm,True
sink,Môi trường và tự nhiên,Biển và đại dương,True
sister,Con người,Gia đình,False
sit,Con người,Cơ thể,False
site,Nghề nghiệp và công việc,Nghề kỹ thuật và xây dựng,True
site,"Khoa học, công nghệ và kỹ thuật",Internet,True
situate,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
six,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
size,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
sketch,"Nghệ thuật, thiết kế và văn hóa",Vẽ và phác thảo,False
ski,Thể thao,Trượt tuyết,False
skill,Học tập và giáo dục,Kỹ năng học tập,False
skin,Ngoại hình và trang phục,Chăm sóc da,False
skirt,Ngoại hình và trang phục,Quần áo nữ,False
skull,Con người,Bộ xương,False
sky,Môi trường và tự nhiên,Thời tiết,False
slap,Con người,Mối quan hệ,False
slave,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
sleep,Đời sống hằng ngày,Thức dậy và đi ngủ,False
slide,Cộng đồng và đô thị,Sân chơi,False
slight,Khái niệm trừu tượng,Mức độ và so sánh,False
slip,Sức khỏe,Chấn thương,False
slogan,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
slope,Thể thao,Trượt tuyết,False
slow,Khái niệm trừu tượng,Mức độ và so sánh,False
small,Khái niệm trừu tượng,Mức độ và so sánh,False
smart,Con người,Tính cách,False
smash,Thể thao,Tennis,False
smell,Con người,Khuôn mặt,False
smile,Con người,Cảm xúc,False
smoke,"Pháp luật, an toàn và khẩn cấp",Hỏa hoạn,False
smooth,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
snake,Môi trường và tự nhiên,Bò sát,False
snap,Giải trí và thời gian rảnh,Nhiếp ảnh,False
snow,Môi trường và tự nhiên,Thời tiết,False
so,Ngữ pháp và hư từ,Liên từ,False
soak,Ngoại hình và trang phục,Giặt và bảo quản quần áo,False
soap,Ngoại hình và trang phục,Chăm sóc da,False
sock,Ngoại hình và trang phục,Đồ lót,False
soft,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
soil,Môi trường và tự nhiên,Nông nghiệp,False
soldier,Nghề nghiệp và công việc,Nghề công vụ và an ninh,False
sole,Ngoại hình và trang phục,Giày dép,True
sole,Thực phẩm,Cá,True
solid,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
solo,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
solve,Học tập và giáo dục,Bài tập,False
some,Ngữ pháp và hư từ,Lượng từ,False
song,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
sono,"Khoa học, công nghệ và kỹ thuật",Vật lý,False
soon,Khái niệm trừu tượng,Thời gian và thứ tự,False
sorry,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
sort,Khái niệm trừu tượng,Đánh giá và giá trị,False
soul,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
sound,"Khoa học, công nghệ và kỹ thuật",Vật lý,True
sound,Sức khỏe,Cơ thể và sức khỏe,True
south,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
space,Môi trường và tự nhiên,Không gian,False
spain,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
spare,Giao thông,Sửa xe,False
spark,"Khoa học, công nghệ và kỹ thuật",Điện,False
speak,Học tập và giáo dục,Học ngoại ngữ,False
special,Ăn uống bên ngoài,Gọi món,False
species,Môi trường và tự nhiên,Bảo tồn thiên nhiên,False
speech,Học tập và giáo dục,Kỹ năng học tập,False
speed,Giao thông,An toàn giao thông,False
spell,Học tập và giáo dục,Học ngoại ngữ,True
spell,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,True
spend,Kinh doanh và tài chính,Ngân sách cá nhân,False
sphere,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
spice,Thực phẩm,Gia vị,False
spider,Môi trường và tự nhiên,Động vật không xương sống,False
spill,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
spin,Thể thao,Cricket,False
spine,Con người,Bộ xương,False
spirit,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
spite,Con người,Cảm xúc,False
split,Kinh doanh và tài chính,Chi phí sinh hoạt,False
spoil,Thực phẩm,Bảo quản thực phẩm,False
sponsor,Thể thao,Thể thao chung,False
spoon,Nhà cửa,Đồ nội thất,False
sport,Thể thao,Thể thao chung,False
spot,Ngoại hình và trang phục,Chăm sóc da,True
spot,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,True
spouse,Con người,Gia đình,False
spread,Thực phẩm,Sốt và gia vị phết,False
spring,Môi trường và tự nhiên,Các mùa,True
spring,"Khoa học, công nghệ và kỹ thuật",Cơ khí,True
spring,Môi trường và tự nhiên,"Sông, hồ và thác nước",True
spy,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
square,Cộng đồng và đô thị,Quảng trường,True
square,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,True
squeeze,Đời sống hằng ngày,Nấu ăn,False
stab,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
stable,Khái niệm trừu tượng,Đánh giá và giá trị,True
stable,Thể thao,Cưỡi ngựa,True
staff,Nghề nghiệp và công việc,Nơi làm việc,True
staff,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,True
stage,Giải trí và thời gian rảnh,Sân khấu,False
stair,Nhà cửa,Các phòng trong nhà,False
stake,Kinh doanh và tài chính,Đầu tư,False
stall,Cộng đồng và đô thị,Chợ,False
stance,Khái niệm trừu tượng,Thái độ,False
stand,Thể thao,Sân thi đấu,True
stand,Nhà cửa,Đồ nội thất,True
standard,Khái niệm trừu tượng,Đánh giá và giá trị,False
star,Môi trường và tự nhiên,Thiên văn học,True
star,Giải trí và thời gian rảnh,Phim và rạp chiếu,True
stark,Khái niệm trừu tượng,Mức độ và so sánh,False
start,Khái niệm trừu tượng,Thời gian và thứ tự,False
starve,Đời sống hằng ngày,Ăn uống,False
state,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,True
state,Sức khỏe,Triệu chứng,True
statistic,Học tập và giáo dục,Nghiên cứu,False
statue,"Nghệ thuật, thiết kế và văn hóa",Điêu khắc,False
stay,Du lịch và lưu trú,Khách sạn,True
stay,Khái niệm trừu tượng,Thời gian và thứ tự,True
