root_word,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
sense,desensitization,de-[sense]-itize-ion,1-1-2,noun,/diːsˌɛnsɪɾᵻzˈeɪʃən/,"generated (espeak-ng G2P, algorithmic)",the process of reducing sensitivity,"de-(xuống, loại bỏ, đảo ngược) + sense(giác quan, ý nghĩa) + -itize(làm cho thành, chuyển đổi (động từ)) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sense,hypersensitivity,hyper-[sense]-ive-ity,1-1-2,noun,/ˌhaɪpɝˈsɛnsɪˌtɪvɪˌti/,real,extreme sensitivity,"hyper-(quá mức, cực độ (Hy Lạp)) + sense(giác quan, ý nghĩa) + -ive(có xu hướng, có tính chất (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sense,nonsensically,non-[sense]-ic-al-ly,1-1-3,adverb,/nˌɑːnsˈɛnsɪkli/,"generated (espeak-ng G2P, algorithmic)",non-(not) + sense(an understanding about something; an ability to judge something) + -ic(relating to (adjective)) + -al(relating to (adjective); action (noun)) + -ly(adverb of manner / adjective (like)),"non-(không) + sense(giác quan, ý nghĩa) + -ic(thuộc về (tính từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
sentence,sententious,[sentence]-ious,0-1-1,adjective,/sɛntˈɛnʃəs/,"generated (espeak-ng G2P, algorithmic)",concise and full of meaning,"sentence(câu văn, bản án) + -ious(có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sentence,sententiously,[sentence]-ious-ly,0-1-2,adverb,/sɛntˈɛnʃəsli/,"generated (espeak-ng G2P, algorithmic)",in a pithy sententious manner,"sentence(câu văn, bản án) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sequence,sequential,[sequence]-al,0-1-1,adjective,/səˈkwɛnʃəɫ/,real,in regular succession without gaps,sequence(trình tự) + -al(thuộc về (tính từ); hành động (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sequence,sequentially,[sequence]-al-ly,0-1-2,adverb,/səˈkwɛnʃəɫi/,real,in a consecutive manner,sequence(trình tự) + -al(thuộc về (tính từ); hành động (danh từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serious,seriously,[serious]-ly,0-1-1,adverb,/ˈsɪɹiəsɫi/,real,in a serious way,serious(nghiêm túc) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),Oxford 5000 (verified),,
serious,seriousness,[serious]-ness,0-1-1,noun,/ˈsɪɹiəsnəs/,real,the trait of being serious,"serious(nghiêm túc) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,server,[serve]-er,0-1-1,noun,/ˈsɝvɝ/,real,utensil used in serving food or drink,serve(phục vụ) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,servant,[serve]-ant,0-1-1,noun,/ˈsɝvənt/,real,"a person who works in another person’s house, and cooks, cleans, etc. for them",serve(phục vụ) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),Oxford 5000 (verified),,
serve,service,[serve]-ice,0-1-1,noun,/ˈsɝvəs/,real,"a system that provides something that the public needs, organized by the government or a private company","serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng))",Oxford 5000 (verified),,
serve,servile,[serve]-ile,0-1-1,adjective,/ˈsɝvəɫ/,real,submissive or fawning in attitude or behavior,"serve(phục vụ) + -ile(có khả năng, thuộc về (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,servitor,[serve]-or,0-1-1,noun,/sˈɜːvɪtɐ/,real,someone who performs the duties of an attendant for someone else,serve(phục vụ) + -or(người/vật thực hiện (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,servitude,[serve]-itude,0-1-1,noun,/ˈsɝvəˌtud/,real,state of subjection to an owner or master or forced labor imposed as punishment,"serve(phục vụ) + -itude(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,servilely,[serve]-ile-ly,0-1-2,adverb,/sˈɜːvaɪlli/,"generated (espeak-ng G2P, algorithmic)",in an obsequious manner,"serve(phục vụ) + -ile(có khả năng, thuộc về (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,servility,[serve]-ile-ity,0-1-2,noun,/ˈsɝvɪɫəˌti/,real,abject or cringing submissiveness,"serve(phục vụ) + -ile(có khả năng, thuộc về (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,serviceable,[serve]-ice-able,0-1-2,adjective,/ˈsɝvəsəbəɫ/,real,intended or able to serve a purpose without elaboration,"serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng)) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,serviceably,[serve]-ice-able-y,0-1-3,adjective,/sˈɜːvɪsəbli/,"generated (espeak-ng G2P, algorithmic)","serve(to give somebody food or drink, for example at a restaurant or during a meal) + -ice(state or quality of (noun, VD: justice — mostly frozen Latin ending)) + -able(capable of being (adjective)) + -y(having quality of; noun/adjective)","serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng)) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
serve,serviceability,[serve]-ice-able-ity,0-1-3,noun,/sˌɜːvɪsəbˈɪlᵻɾi/,"generated (espeak-ng G2P, algorithmic)",the quality of being able to provide good service,"serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng)) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,serviceableness,[serve]-ice-able-ness,0-1-3,noun,/sˈɜːvɪsəbəlnəs/,"generated (espeak-ng G2P, algorithmic)",the quality of being able to provide good service,"serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng)) + -able(có thể được (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,deserve,de-[serve],1-1-0,verb,/dɪˈzɝv/,real,"to do something or show qualities that mean a particular reaction, reward or punishment is appropriate","de-(xuống, loại bỏ, đảo ngược) + serve(phục vụ)",Oxford 5000 (verified),,
serve,subserve,sub-[serve],1-1-0,verb,/sʌbsˈɜːv/,"generated (espeak-ng G2P, algorithmic)",be helpful or useful,sub-(dưới) + serve(phục vụ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,preserve,pre-[serve],1-1-0,verb,/pɹəˈzɝv/,real,"to keep a particular quality, feature, etc.; to make sure that something is kept",pre-(trước) + serve(phục vụ),Oxford 5000 (verified),,
serve,conserve,co-[serve],1-1-0,verb,/kənˈsɝv/,real,to protect something and prevent it from being changed or destroyed,"co-(cùng nhau, chung) + serve(phục vụ)",Oxford 5000 (verified),,
serve,preserver,pre-[serve]-er,1-1-1,noun,/pɹəˈzɝvɝ/,real,rescue equipment consisting of a buoyant belt or jacket to keep a person from drowning,pre-(trước) + serve(phục vụ) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,unservile,un-[serve]-ile,1-1-1,adjective,/ʌnsˈɜːvaɪl/,"generated (espeak-ng G2P, algorithmic)",not servile or submissive,"un-(không, ngược lại (phủ định/đảo nghĩa)) + serve(phục vụ) + -ile(có khả năng, thuộc về (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,deservedly,de-[serve]-ly,1-1-1,adverb,/dɪˈzɝvədɫi/,real,as deserved,"de-(xuống, loại bỏ, đảo ngược) + serve(phục vụ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,disservice,dis-[serve]-ice,1-1-1,noun,/dɪˈsɝvəs/,real,a harmful act,"dis-(không, ngược lại, tách rời) + serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservancy,co-[serve]-ancy,1-1-1,noun,/kənˈsɝvənsi/,real,the official conservation of trees and soil and rivers etc.,"co-(cùng nhau, chung) + serve(phục vụ) + -ancy(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,preservable,pre-[serve]-able,1-1-1,adjective,/pɹɪzˈɜːvəbəl/,"generated (espeak-ng G2P, algorithmic)",capable of being preserved,pre-(trước) + serve(phục vụ) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,subservient,sub-[serve]-ant,1-1-1,adjective,/səbˈsɝviənt/,real,abjectly submissive,sub-(dưới) + serve(phục vụ) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,preservation,pre-[serve]-ion,1-1-1,noun,/ˌpɹɛzɝˈveɪʃən/,real,the act of keeping something in its original state or in good condition,"pre-(trước) + serve(phục vụ) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
serve,preservative,pre-[serve]-ive,1-1-1,adjective,/pɹiˈzɝvətɪv/,real,tending or having the power to preserve,"pre-(trước) + serve(phục vụ) + -ive(có xu hướng, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservation,co-[serve]-ion,1-1-1,noun,/ˌkɑnsɝˈveɪʃən/,real,the protection of the natural environment,"co-(cùng nhau, chung) + serve(phục vụ) + -ion(hành động, quá trình, trạng thái (danh từ))",Oxford 5000 (verified),,
serve,conservatism,co-[serve]-ism,1-1-1,noun,/kənˈsɝvəˌtɪzəm/,real,a political or theological orientation advocating the preservation of the best in society and opposing radical changes,"co-(cùng nhau, chung) + serve(phục vụ) + -ism(niềm tin, học thuyết, tình trạng (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservative,co-[serve]-ive,1-1-1,adjective,/kənˈsɝvətɪv/,real,opposed to great or sudden social change; showing that you prefer traditional styles and values,"co-(cùng nhau, chung) + serve(phục vụ) + -ive(có xu hướng, có tính chất (tính từ))",Oxford 5000 (verified),,
serve,conservatory,co-[serve]-ory,1-1-1,noun,/kənˈsɝvətɔɹi/,real,a greenhouse in which plants are arranged in a pleasing manner,"co-(cùng nhau, chung) + serve(phục vụ) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,subservience,sub-[serve]-ance,1-1-1,noun,/səbˈsɝviəns/,real,abject or cringing submissiveness,"sub-(dưới) + serve(phục vụ) + -ance(trạng thái, tính chất, hành động (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservatoire,co-[serve]-atoire,1-1-1,noun,/kənsˈɜːvɐtwˌɑː/,real,a schoolhouse with special facilities for fine arts,"co-(cùng nhau, chung) + serve(phục vụ) + -atoire(nơi chốn (danh từ, Pháp, VD conservatoire))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,unserviceable,un-[serve]-ice-able,1-1-2,adjective,/ˈənˈsɝvəsəbəɫ/,real,not ready for service,"un-(không, ngược lại (phủ định/đảo nghĩa)) + serve(phục vụ) + -ice(trạng thái, tính chất (danh từ, VD justice — đuôi Latin đông cứng)) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservatively,co-[serve]-ive-ly,1-1-2,adverb,/kənˈsɝvətɪvɫi/,real,in a conservative manner,"co-(cùng nhau, chung) + serve(phục vụ) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,conservationist,co-[serve]-ion-ist,1-1-2,noun,/ˌkɑnsɝˈveɪʃənɪst/,real,someone who works to protect the environment from destruction or pollution,"co-(cùng nhau, chung) + serve(phục vụ) + -ion(hành động, quá trình, trạng thái (danh từ)) + -ist(người theo/thực hành (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
serve,undeserved,de-un-[serve],2-1-0,adjective,/ˌəndɪˈzɝvd/,real,not deserved or earned,"de-(xuống, loại bỏ, đảo ngược) + un-(không, ngược lại (phủ định/đảo nghĩa)) + serve(phục vụ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,setter,[set]-er,0-1-1,noun,/ˈsɛtɝ/,real,a long-haired dog formerly trained to crouch on finding game but now to point,"set(đặt, bộ) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,upset,up-[set],1-1-0,adjective,/ˈəpˌsɛt/,real,unhappy or disappointed because of something unpleasant that has happened,"up-(lên trên) + set(đặt, bộ)",Oxford 5000 (verified),,
set,onset,on-[set],1-1-0,noun,/ˈɑnˌsɛt/,real,(military) an offensive against an enemy (using weapons),"on-(vào, tiếp diễn) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,reset,re-[set],1-1-0,noun,/ˈɹisɛt/,real,device for resetting instruments or controls,"re-(lại, làm lại) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,beset,be-[set],1-1-0,verb,/bɪˈsɛt/,real,to assail or attack on all sides,"be-(hoàn toàn, làm cho, về) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,inset,in-[set],1-1-0,noun,/ˈɪnˌsɛt/,real,a piece of material used to strengthen or enlarge a garment,"in-(không; vào trong) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,preset,pre-[set],1-1-0,adjective,/pɹiˈsɛt/,real,set in advance,"pre-(trước) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,offset,off-[set],1-1-0,noun,/ˈɔfˌsɛt/,real,structure where a wall or building narrows abruptly,"off-(tắt, xa khỏi) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
set,outset,out-[set],1-1-0,noun,/ˈaʊtˌsɛt/,real,the time at which something is supposed to begin,"out-(ra ngoài, vượt trội) + set(đặt, bộ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
settle,settler,[settle]-er,0-1-1,noun,/ˈsɛtəɫɝ/,real,a person who goes to live in a new country or region,"settle(định cư, giải quyết) + -er(người làm việc gì; so sánh hơn)",Oxford 5000 (verified),,
settle,settlement,[settle]-ment,0-1-1,noun,/ˈsɛtəɫmənt/,real,an official agreement that ends an argument between two people or groups,"settle(định cư, giải quyết) + -ment(kết quả/hành động/trạng thái (danh từ))",Oxford 5000 (verified),,
settle,unsettle,un-[settle],1-1-0,verb,/ənˈsɛtəɫ/,real,disturb the composure of,"un-(không, ngược lại (phủ định/đảo nghĩa)) + settle(định cư, giải quyết)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
settle,resettle,re-[settle],1-1-0,verb,/ɹiˈsɛtəɫ/,real,settle in a new place,"re-(lại, làm lại) + settle(định cư, giải quyết)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
settle,resettlement,re-[settle]-ment,1-1-1,noun,/ɹiˈsɛtəɫmənt/,real,the transportation of people (as a family or colony) to a new settlement (as after an upheaval of some kind),"re-(lại, làm lại) + settle(định cư, giải quyết) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
seven,seventh,[seven]-th,0-1-1,adjective,/ˈsɛvənθ/,real,coming next after the sixth and just before the eighth in position,"seven(số bảy) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
seven,seventy,[seven]-ity,0-1-1,number,/ˈsɛvəni/,real,,"seven(số bảy) + -ity(trạng thái, tính chất (danh từ))",Oxford 5000 (verified),,
seven,sevenfold,[seven]-fold,0-1-1,adverb,/ˈsɛvənˌfoʊɫd/,real,seven times,"seven(số bảy) + -fold(nhân lên (tính từ/trạng từ, VD twofold))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
seven,seventeen,[seven]-teen,0-1-1,number,/ˈsɛvənˈtin/,real,,"seven(số bảy) + -teen(mười cộng thêm (số, VD eighteen))",Oxford 5000 (verified),,
seven,seventhly,[seven]-th-ly,0-1-2,adverb,/sˈɛvənθli/,"generated (espeak-ng G2P, algorithmic)",in the seventh place,"seven(số bảy) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
seven,seventieth,[seven]-ity-th,0-1-2,adjective,/ˈsɛvəniɪθ/,real,the ordinal number of seventy in counting order,"seven(số bảy) + -ity(trạng thái, tính chất (danh từ)) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
seven,seventeenth,[seven]-teen-th,0-1-2,adjective,/ˈsɛvənˈtinθ/,real,coming next after the sixteenth in position,"seven(số bảy) + -teen(mười cộng thêm (số, VD eighteen)) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
several,severally,[several]-ly,0-1-1,adverb,/ˈsɛvɹəɫi/,real,in the order given,several(vài) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
severe,severer,[severe]-er,0-1-1,noun,/ˈsɛˌvɪɹɝ/,real,severe(extremely bad or serious) + -er(person who does; comparative),severe(nghiêm trọng) + -er(người làm việc gì; so sánh hơn),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
severe,severity,[severe]-ity,0-1-1,noun,/sɪˈvɛɹɪti/,real,excessive sternness,"severe(nghiêm trọng) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
severe,severely,[severe]-ly,0-1-1,adverb,/səˈvɪɹɫi/,real,very badly or seriously,severe(nghiêm trọng) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),Oxford 5000 (verified),,
severe,severest,[severe]-est,0-1-1,adjective,/səˈvɪɹəst/,real,severe(extremely bad or serious) + -est(superlative),severe(nghiêm trọng) + -est(so sánh nhất),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
sex,sexy,[sex]-y,0-1-1,adjective,/ˈsɛksi/,real,sexually attractive,sex(giới tính) + -y(có tính chất; danh từ/tính từ),Oxford 5000 (verified),,
sex,sexism,[sex]-ism,0-1-1,noun,/ˈsɛksɪzəm/,real,discriminatory or abusive behavior towards members of the opposite sex,"sex(giới tính) + -ism(niềm tin, học thuyết, tình trạng (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,sexist,[sex]-ist,0-1-1,adjective,/ˈsɛksɪst/,real,discriminatory on the basis of sex (usually said of men's attitude toward women),sex(giới tính) + -ist(người theo/thực hành (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,sexual,[sex]-al,0-1-1,adjective,/ˈsɛkʃuəɫ/,real,connected with the physical activity of sex,sex(giới tính) + -al(thuộc về (tính từ); hành động (danh từ)),Oxford 5000 (verified),,
sex,sexless,[sex]-less,0-1-1,adjective,/ˈsɛksɫɪs/,real,sexually unattractive,sex(giới tính) + -less(không có (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,sexier,[sex]-y-er,0-1-2,noun,/ˈsɛksiɝ/,real,sex(the state of being male or female) + -y(having quality of; noun/adjective) + -er(person who does; comparative),sex(giới tính) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
sex,sexily,[sex]-y-ly,0-1-2,adverb,/sˈɛksɪli/,real,sex(the state of being male or female) + -y(having quality of; noun/adjective) + -ly(adverb of manner / adjective (like)),sex(giới tính) + -y(có tính chất; danh từ/tính từ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
sex,sexiest,[sex]-y-est,0-1-2,adjective,/ˈsɛksiəst/,real,sex(the state of being male or female) + -y(having quality of; noun/adjective) + -est(superlative),sex(giới tính) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
sex,sexually,[sex]-al-y,0-1-2,adverb,/ˈsɛkʃuəɫi/,real,by sexual means,sex(giới tính) + -al(thuộc về (tính từ); hành động (danh từ)) + -y(có tính chất; danh từ/tính từ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,sexiness,[sex]-y-ness,0-1-2,noun,/ˈsɛksinəs/,real,the arousal of feelings of sexual desire,"sex(giới tính) + -y(có tính chất; danh từ/tính từ) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,sexuality,[sex]-al-ity,0-1-2,noun,/ˌsɛkʃuˈæɫəti/,real,the feelings and activities connected with a person’s sexual desires,"sex(giới tính) + -al(thuộc về (tính từ); hành động (danh từ)) + -ity(trạng thái, tính chất (danh từ))",Oxford 5000 (verified),,
sex,sexualized,[sex]-al-ize,0-1-2,verb,/sˈɛkʃuːəlˌaɪzd/,"generated (espeak-ng G2P, algorithmic)","sex(the state of being male or female) + -al(relating to (adjective); action (noun)) + -ize(to make, to become (verb))","sex(giới tính) + -al(thuộc về (tính từ); hành động (danh từ)) + -ize(làm cho, biến thành (động từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
sex,unsex,un-[sex],1-1-0,verb,/ʌnsˈɛks/,real,make infertile,"un-(không, ngược lại (phủ định/đảo nghĩa)) + sex(giới tính)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,unisex,uni-[sex],1-1-0,adjective,/ˈjunɪˌsɛks/,real,not distinguished on the basis of sex,"uni-(một, đơn) + sex(giới tính)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,oversexed,over-[sex],1-1-0,adjective,/ˌəʊvəsˈɛkst/,real,having excessive sexual desire or appeal,"over-(trên, quá mức) + sex(giới tính)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
sex,undersexed,under-[sex],1-1-0,adjective,/ˌʌndɚsˈɛkst/,"generated (espeak-ng G2P, algorithmic)",having a subnormal degree of sexual desire,"under-(dưới, không đủ) + sex(giới tính)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
