root_word,meaning,nghia_tieng_viet,used_in_single_root_group,used_in_compound_group,variants,variant_count,de_nham_lan,bien_the,topic,subtopic
some,"used with uncountable nouns or plural countable nouns to mean ‘an amount of’ or ‘a number of’, when the amount or number is not given",một vài,False,True,findsome; howsomever; somebody; someday; somehow; someone; someplace; somethin; something; sometime; somewhat; somewhere,12,sum: some = một vài (đại từ); sum = tổng số (danh từ),không có biến thể đáng chú ý,Ngữ pháp và hư từ,Lượng từ
song,a short piece of music with words that you sing,bài hát,True,True,evensong; folksongs; plainsong; singsong; songbag; songbird; songbook; songful; songster; songstress,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc
sono,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập),âm thanh (gốc từ),True,True,carson; consonance; consonant; consonantal; godson; grandson; resonance; resonant; resonantly; resonate; resonator; sonant; sonar; sonic; sonny; stepsons; subsonic; supersonic; tyson; ultrasonic; ultrasonically,21,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật lý
soon,in a short time from now; a short time after something else has happened,sớm,True,False,sooner; soonest,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
sorry,feeling sad and ashamed about something that has been done,xin lỗi,True,False,sorrier; sorriest,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự"
sort,a group or type of people or things that are similar in a particular way,"loại, phân loại",True,False,assort; assortment; sorter,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
soul,"the spiritual part of a person, believed to exist after death",linh hồn,True,False,soulful; soulfully; soulfulness; soulless; soullessly; soullessness,6,sole: sole = duy nhất/đế giày; soul = linh hồn,không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự
sound,sensible; that you can rely on and that will probably give good results,âm thanh,True,True,sounder; soundest; soundless; soundlessly; soundly; soundness; soundproof; soundtrack; unsound,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật lý
south,in or towards the south,phía nam,True,True,southbound; southeast; southeaster; southeasterly; southeastern; southeastward; southerly; southern; southerner; southernisms; southernmost; southey; southward; southwest; southwester; southwesterly; southwestern; southwestwards,18,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới
space,the area outside the earth’s atmosphere where all the other planets and stars are,không gian,True,True,airspace; backspace; backspaced; crawlspace; spacecraft; spacer; spaceship; spacesuit; spacious; spaciously; spaciousness; spatial; spatially; subspace; summerspace,15,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Không gian
spain,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập),Tây Ban Nha,True,True,spaniard; spanish; wingspan,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới
spare,available to do what you want with rather than work,dự phòng,True,False,sparely; spareness; sparer; sparest; unsparing; unsparingly,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giao thông,Sửa xe
spark,"to cause something to start or develop, especially suddenly",tia lửa,True,False,sparky,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Điện
speak,to talk to somebody about something; to have a conversation with somebody,nói chuyện,True,True,bespeak; loudspeaker; speakable; speakeasy; speaker; speakership; unspeakable; unspeakably,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Học ngoại ngữ
special,not ordinary or usual; different from what is normal,đặc biệt,True,False,especial; especially; specialist; specialization; specialize; specially; specialty,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ăn uống bên ngoài,Gọi món
species,"a group into which animals, plants, etc. that are able to have sex with each other and produce healthy young are divided, smaller than a genus and identified by a Latin name",loài,True,False,interspecies; subspecies,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Bảo tồn thiên nhiên
speech,a formal talk that a person gives to an audience,bài phát biểu,True,False,speechify; speechless; speechlessly; speechlessness,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Kỹ năng học tập
speed,the rate at which somebody/something moves or travels,tốc độ,True,True,airspeed; godspeed; speedboat; speedier; speediest; speedily; speediness; speedo; speedup; speedway; speedy,11,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giao thông,An toàn giao thông
spell,a short period of time during which something lasts,"đánh vần, phép thuật",True,True,misspell; misspelt; spellbind; spellbinder; spellbound; speller,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Học ngoại ngữ
spend,"to give money to pay for goods, services, etc.",chi tiêu,True,False,misspend; spender,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Ngân sách cá nhân
sphere,"a solid figure that is completely round, with every point on its surface at an equal distance from the centre","quả cầu, lĩnh vực",True,False,hemisphere; hemispherical; spherical; spheroid,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Hình dạng
spice,one of the various types of powder or seed that come from plants and are used in cooking. Spices have a strong taste and smell.,gia vị,True,True,allspice; spicier; spiciest; spicily; spiciness; spicy,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Gia vị
spider,a small creature with eight thin legs. Many spiders spin webs to catch insects for food.,con nhện,True,False,spidery,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Động vật không xương sống
spill,to flow over the edge of a container by accident; to make liquid do this,làm đổ,True,True,overspill; spillover; spilt,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Dọn dẹp nhà cửa
spin,a very fast turning movement,quay tròn,True,True,spindrift; spinner; spinneret; tailspin,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Cricket
spine,the row of small bones that are connected together down the middle of the back,cột sống,True,False,spinal; spineless; spinelessly; spinelessness; spinier; spiniest; spiny,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Bộ xương
spirit,"the part of a person that includes their mind, feelings and character rather than their body",tinh thần,True,False,dispirit; dispiritedly; spiritless; spiritlessly; spiritlessness; spiritual; spiritualism; spiritualist; spiritualistic; spirituality; spiritualization; spiritualize; spiritually; spirituous,14,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự
spite,a feeling of wanting to hurt or upset somebody,sự hằn học,True,False,spiteful; spitefully; spitefulness,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cảm xúc
split,an argument or disagreement that divides a group of people or makes somebody separate from somebody else,chia tách,False,True,earsplitting; sidesplitting,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Chi phí sinh hoạt
spoil,"to change something good into something bad, unpleasant, etc.",làm hỏng,True,True,despoil; despoilers; spoilage; spoiler; spoilsport; spoilt; spoliation,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Bảo quản thực phẩm
sponsor,"a person or company that pays for a radio or television programme, or for a concert or sporting event, usually in return for advertising",nhà tài trợ,True,False,cosponsors; sponsorship,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể thao chung
spoon,"a tool that has a handle with a shallow bowl at the end, used for mixing, serving and eating food",thìa,True,True,spooner; spoonfeed; spoonful; tablespoon; tablespoonful; teaspoon; teaspoonful,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Đồ nội thất
sport,"activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules",thể thao,True,True,spoilsport; sportier; sportiest; sportiness; sportingly; sportive; sportively; sportiveness; sportsman; sportsmanlike; sportsmanship; sportswoman; sportswriter; sporty,14,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể thao chung
spot,a small round area that has a different colour or feels different from the surface it is on,"vết đốm, địa điểm",True,True,bloodspots; heatspot; spotless; spotlessly; spotlessness; spotlight; spotter; spottier; spottiest; spotty; sunspot; tenspot; unspotted,13,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Chăm sóc da
spouse,a husband or wife,vợ/chồng,True,False,espousal; espouse,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Gia đình
spread,"an increase in the amount or number of something that there is, or in the area that is affected by something",lan rộng,True,True,bedspread; outspread; spreadable; spreader; widespread; wingspread,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Sốt và gia vị phết
spring,the season between winter and summer when plants begin to grow,"mùa xuân, lò xo",True,True,bedsprings; hairspring; mainspring; offspring; springboard; springier; springiest; springless; springlike; springtime; springy; wellspring,12,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Các mùa
spy,"a person who tries to get secret information about another country, organization or person, especially somebody who is employed by a government or the police",gián điệp,False,True,spyglass,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
square,having four straight equal sides and four angles of 90°,"hình vuông, quảng trường",True,True,foursquare; squarely; squareness; squarer; squarest,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Cộng đồng và đô thị,Quảng trường
squeeze,"to press something, especially with your fingers",bóp chặt,True,False,squeezer,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Nấu ăn
stab,"to push a sharp, pointed object, especially a knife, into somebody, killing or injuring them",đâm dao,True,False,stabber,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
stable,"fixed or steady; not likely to move, change or fail",ổn định,True,True,instability; stability; stabilization; stabilize; stabilizer; stableman; stabler; stablest; stably; unstable,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
staff,all the workers employed in an organization considered as a group,nhân viên,True,True,flagstaff; tipstaff; understaffed,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,Nơi làm việc
stage,a period or state that something/somebody passes through while developing or making progress,"sân khấu, giai đoạn",True,True,backstage; interstage; offstage; stagecoach; stager; stagier; stagily; staginess; stagy; upstage,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Sân khấu
stair,a set of steps built between two floors inside a building,cầu thang,True,True,backstair; downstair; staircase; stairway; stairwell; upstairs,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Các phòng trong nhà
stake,money that somebody invests in a company,"cổ phần, cọc",False,True,stakeholder; stakeout; sweepstake,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Đầu tư
stall,"a table or small shop with an open front that people sell things from, especially at a market","gian hàng, chết máy",True,True,bookstall; forestall; install; installation; instalment; reinstall,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Cộng đồng và đô thị,Chợ
stance,the opinions that somebody has about something and expresses publicly,lập trường,True,False,circumstance; circumstantial; circumstantially,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thái độ
stand,an attitude towards something or an opinion that you make clear to people,đứng,True,True,bandstand; bystander; freestanding; grandstand; hallstand; handstand; headstand; inkstand; longstanding; newsstand; notwithstanding; outstanding; outstandingly; standby; stander; standeth; standin; standoffish; standoffishness; standpipe; standpoint; standstill; upstanding; washstand; withstand,25,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Sân thi đấu
standard,average or normal rather than having special or unusual features,tiêu chuẩn,True,False,nonstandard; standardization; standardize; substandard,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
star,a large ball of burning gas in space that we see as a point of light in the sky at night,ngôi sao,True,True,starboard; stardom; stardust; starfish; stargazer; stargazing; starless; starlet; starlight; starrier; starry; startin; superstar; telstar,14,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Thiên văn học
stark,"unpleasant; real, and impossible to avoid","hoàn toàn, cằn cỗi",True,False,starker; starkest; starkly,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Mức độ và so sánh
start,the point at which something begins,bắt đầu,True,True,nonstarter; starter; startups; upstart,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
starve,to suffer or die because you do not have enough food to eat; to make somebody suffer or die in this way,chết đói,True,False,starvation; starveling,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Ăn uống
state,provided or controlled by the government of a country,"nhà nước, trạng thái",True,True,instate; interstate; misstate; misstatement; outstate; overstate; overstatement; reinstate; reinstatement; restate; restatement; statehood; stateless; statelessness; statelier; stateliest; stateliness; stately; statement; stateroom; statesman; statesmanlike; statesmanship; statewide; understate; understatement; upstate,27,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính
statistic,a collection of information shown in numbers,thống kê,True,False,statistical; statistically; statistician,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Nghiên cứu
statue,"a figure of a person or an animal in stone, metal, etc., usually the same size as in real life or larger",bức tượng,True,False,statuesque; statuette,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Điêu khắc
stay,a period of staying; a visit,ở lại,True,True,backstay; mainstay; outstay; overstay; stayer,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Du lịch và lưu trú,Khách sạn
steady,"developing, growing, etc. gradually and in an even and regular way",ổn định,True,False,steadier; steadiest; steadily; steadiness; unsteadily; unsteady,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
steal,"to take something from a person, shop, etc. without permission and without intending to return it or pay for it",trộm cắp,True,False,stealer,1,steel: steal = ăn trộm (động từ); steel = thép (danh từ),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
steam,the hot gas that water changes into when it boils,hơi nước,True,True,steamboat; steamer; steamier; steamiest; steamily; steamroller; steamship; steamy,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Nấu ăn
steel,"a strong, hard metal that is made of a mixture of iron and carbon",thép,True,True,steelier; steeliest; steelmaker; steelworker; steelworks; steely; steelyard,7,steal: steal = ăn trộm (động từ); steel = thép (danh từ),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật liệu
steep,"rising or falling quickly, not gradually",dốc đứng,True,False,steepen; steeper; steepest; steepish; steeply; steepness,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Núi và cảnh quan
steer,"to control the direction in which a boat, car, etc. moves","lái xe, điều khiển",True,True,oversteer; steerage; steersman,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giao thông,Bộ điều khiển ô tô
step,one of a series of things that you do in order to achieve something,bước chân,True,True,doorstep; footstep; instep; overstep; quickstep; sidestep; stepbrother; stepchild; stepdaughter; stepfather; stepladder; stepmother; steprelationship; stepsister; stepsons; stepwise,16,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Bàn tay và bàn chân
stick,a thin piece of wood that has fallen or been broken from a tree,"que, dính chặt",True,True,billsticker; candlestick; chopstick; dipstick; drumstick; joystick; lipstick; matchstick; nonstick; slapstick; sticker; stickier; stickiest; stickily; stickiness; stickman; stickpin; sticky; swordstick; yardstick,20,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Đồ nội thất
stiff,difficult to bend or move,cứng đờ,True,False,stiffen; stiffener; stiffer; stiffest; stiffly; stiffness,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Cơ thể và sức khỏe
still,not moving; calm and quiet,"vẫn còn, yên tĩnh",True,True,instillation; instilled; standstill; stillbirth; stillborn; stiller; stillest; stillness; stillroom,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
stimul,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập),kích thích (gốc từ),True,False,stimulant; stimulate; stimulation; stimulatory; stimuli,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Sức khỏe tinh thần
stir,"to move a liquid or substance around, using a spoon or something similar, in order to mix it completely",khuấy động,True,False,bestir; stirrer; stirringly,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Nấu ăn
stock,a supply of goods that is available for sale in a shop,"cổ phiếu, hàng tồn kho",True,True,bloodstock; laughingstock; livestock; overstock; restock; stockbreeder; stockcar; stockholder; stockier; stockily; stockiness; stockist; stockpile; stockpot; stockroom; stocktaking; stocky; stockyard; understocked,19,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Đầu tư
stomach,the organ inside the body where food goes when you eat it,dạ dày,True,False,stomachful,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Nội tạng
stone,"a hard solid mineral substance that is found in the ground, often used for building",đá,True,True,brownstone; copestone; cornerstone; fieldstone; firestone; flagstone; freestone; gravestone; grindstone; hailstone; headstone; holystone; keystone; milestone; millstone; moonstone; sandstone; soapstone; stonebreaker; stonecutter; stoneless; stonewall; stonewaller; stonework; stonier; stoniest; stonily; stony; touchstone,29,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Đá
stop,a place where a bus or train stops regularly for passengers to get on or off,dừng lại,True,True,doorstop; nonstop; shortstop; stopgap; stopover; stoppable; stoppage; stopper; stopwatch; unstop,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Du lịch và lưu trú,Bến xe
store,a large shop that sells many different types of goods,"cửa hàng, lưu trữ",True,True,drugstore; storage; storefront; storehouse; storekeeper; storeroom,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Mua sắm,Cửa hàng tiện lợi
storm,"very bad weather with strong winds and rain, and often thunder and lightning",cơn bão,True,True,brainstorm; hailstorm; rainstorm; sandstorm; snowstorm; stormbound; stormier; stormiest; stormily; stormy; windstorm,11,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Bão lũ
story,a description of events and people that the writer or speaker has invented in order to entertain people,câu chuyện,False,True,storybook; storyline; storyteller,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Đọc sách
straight,without a bend or curve; going in one direction only,thẳng,True,True,straightaway; straighten; straighter; straightest; straightforward; straightforwardly; straightness; straightway,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Hình dạng
strain,pressure on a system or relationship because great demands are being placed on it,căng thẳng,True,True,constrain; constrainedly; constraint; eyestrain; overstraining; restrain; restraint; strainer; unrestrained,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Chấn thương
strange,"unusual or surprising, especially in a way that is difficult to understand",kỳ lạ,True,False,estrange; estrangement; strangely; strangeness; stranger; strangest,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
stream,"a small, narrow river",dòng suối,True,True,bloodstream; downstream; mainstream; midstream; slipstream; streamer; streamlet; streamline; streamside; upstream,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,"Sông, hồ và thác nước"
street,a public road in a city or town that has houses and buildings on one side or both sides,đường phố,False,True,streetcar; streetlight; streetwalker,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Cộng đồng và đô thị,Đường phố và giao lộ
strength,the quality of being physically strong,sức mạnh,True,False,strengthen,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể lực và tập luyện
stress,pressure or worry caused by problems in somebody’s life or by having too much to do,căng thẳng,True,True,prestressed; songstress; stressful; unstressed,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Sức khỏe tinh thần
stretch,"an area of land or water, especially a long one",kéo dài,True,False,outstretched; stretchable; stretcher; stretchier; stretchiest; stretchiness; stretchy,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể lực và tập luyện
strict,that must be obeyed exactly,nghiêm khắc,True,False,constrict; constriction; constrictive; constrictor; derestrict; nonrestrictive; restrict; restriction; restrictive; restrictively; restrictiveness; stricter; strictest; strictly; strictness; stricture; unrestricted; unrestrictedly,18,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Giáo viên và học sinh
strike,a period of time when an organized group of employees of a company stops working because of an argument over pay or conditions,"đình công, đánh",True,True,snakestrike; strikebound; strikebreaker; strikebreaking; striker; strikingly,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,An toàn lao động
string,"long, thin material used for tying things together, made of several threads that have been twisted together; a piece of string used to fasten or pull something or keep something in place","dây, chuỗi",True,True,astringent; bowstring; heartstrings; shoestring; stringency; stringent; stringently; stringier; stringiest; stringiness; stringy; unstring,12,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Nhạc cụ
strip,"a long narrow piece of paper, metal, cloth, etc.","dải, cởi bỏ",True,True,airstrip; filmstrip; outstrip; stripling; stripper; weatherstrip,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Hành động và xử lý
strive,to try very hard to achieve something,nỗ lực phấn đấu,True,False,striver,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Tính cách
stroke,"an act of hitting a ball, for example with a bat or racket","cú đánh, đột quỵ",False,True,backstroke; breaststroke; heatstroke; masterstroke; sunstroke,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Bệnh tật
strong,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc.",mạnh mẽ,True,True,armstrong; headstrong; strongarm; strongbox; stronger; strongest; strongheart; stronghold; strongly; strongrooms,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể lực và tập luyện
stuff,"used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about",đồ đạc,True,True,foodstuff; overstuffed; stuffier; stuffiest; stuffily; stuffiness; stuffy; unstuffy,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Bao bì và vật chứa
stumble,to hit your foot against something while you are walking or running and almost fall,vấp ngã,True,False,stumbler,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Chấn thương
stun,"to make a person or an animal unconscious for a short time, especially by hitting them on the head",làm choáng váng,True,False,stunner; stunningly,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cảm xúc
stupid,showing a lack of thought or good judgement,ngu ngốc,True,False,stupider; stupidest; stupidity; stupidly,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Tính cách
style,the particular way in which something is done,phong cách,True,True,freestyle; hairstyle; hairstylist; styleless; stylemark; stylish; stylishly; stylishness; stylist; stylistic; stylistically; stylization; stylize; stylus,14,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Kích cỡ và kiểu dáng
submit,"to give a document, proposal, etc. to somebody in authority so that they can study or consider it","nộp, khuất phục",True,False,submission; submissive; submissively; submissiveness,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Bài tập
subsequent,happening or coming after something else,tiếp theo sau,True,False,subsequently,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
substance,"a type of solid, liquid or gas that has particular qualities","chất liệu, bản chất",True,False,consubstantiation; insubstantial; substantial; substantially; substantiate; substantiation; substantive; substantively,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Hóa học
subtle,not very obvious or easy to notice ,tinh tế,True,False,subtler; subtlest; subtlety; subtly,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
success,the fact that you have achieved something that you want and have been trying to do or get ,thành công,True,False,successful; successfully; unsuccessful; unsuccessfully,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
successive,following immediately one after the other,liên tiếp,True,False,successively,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
successor,a person or thing that comes after somebody/something else and takes their/its place,người kế nhiệm,True,False,successorship,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,Thông tin nghề nghiệp
such,used to emphasize the great degree of something,như vậy,False,True,suchlike,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngữ pháp và hư từ,Trợ từ
suck,"to take liquid, air, etc. into your mouth by using the muscles of your lips","bú, hút",True,True,bloodsucker; seersucker; sucker; suction,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Khuôn mặt
sudden,happening or done quickly and unexpectedly,đột ngột,True,False,suddenly; suddenness,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
suffer,"to be badly affected by a disease, pain, sad feelings, a lack of something, etc.",chịu đựng,True,True,insufferable; insufferably; longsuffering; sufferable; sufferance; sufferer,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Bệnh tật
sugar,"a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking or to make tea, coffee, etc. sweeter",đường,True,False,sugarier; sugariest; sugarless; sugary,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Gia vị
suggest,to put forward an idea or a plan for other people to think about,gợi ý,True,False,suggestibility; suggestible; suggestion; suggestive; suggestively,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Mối quan hệ
suit,"a set of clothes made of the same cloth, including a jacket and trousers or a skirt","bộ vest, phù hợp",True,True,boilersuit; lawsuit; playsuit; spacesuit; suitability; suitable; suitableness; suitably; suitcase; suitor; swimsuit; tracksuit; unsuitable; unsuitably; unsuited,15,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Quần áo công sở
sum,an amount of money,tổng số,True,True,summate; summation,2,some: some = một vài (đại từ); sum = tổng số (danh từ),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Từ chỉ số lượng
summer,"the warmest season of the year, coming between spring and autumn",mùa hè,True,True,midsummer; summerhouse; summerier; summeriest; summerspace; summertime; summery,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Các mùa
sun,the star that shines in the sky during the day and gives the earth heat and light,mặt trời,True,True,sunbaked; sunbathe; sunbather; sunbeam; sunblind; sunburn; sunburnt; sunburst; sunday; sundeck; sundown; sunfish; sunflower; sunglasses; sunlamp; sunless; sunlight; sunman; sunnier; sunniest; sunnily; sunniness; sunny; sunray; sunrise; sunroof; sunset; sunshade; sunshine; sunshiny; sunspot; sunstroke; suntrap,33,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Ánh nắng
