word,pos,meaning_en,meaning_vi,structure,kind,base,ipa,ipa_status,meaning_vi_source,thanh_phan_1,thanh_phan_2,thanh_phan_3,thanh_phan_4,thanh_phan_5,thanh_phan_6,loai_ket_hop,so_thanh_phan,nguon,trong_morphlink,co_affix,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia
reliable,adjective,that can be trusted to do something well; that you can rely on,có thể tin tưởng để làm tốt; đáng dựa vào,[rely]-able,root,rely,/ɹiˈɫaɪəbəɫ/,real,retranslated,rely,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more reliable,most reliable,,,,,,,,
reliably,adverb,in a faithful manner,một cách đáng tin cậy,[rely]-able-y,root,rely,/ɹiˈɫaɪəbɫi/,real,retranslated,rely,-able,-y,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
reliance,noun,certainty based on past experience,sự chắc chắn dựa trên kinh nghiệm trước đây,[rely]-ance,root,rely,/ɹiˈɫaɪəns/,real,retranslated,rely,-ance,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],reliances,,,,,,,,,,
reliant,adjective,relying on another for support,dựa vào người khác để được hỗ trợ,[rely]-ant,root,rely,/ɹiˈɫaɪənt/,real,retranslated,rely,-ant,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more reliant,most reliant,,,,,,,,
religiously,adverb,in a religious manner; very strictly or conscientiously,một cách sùng đạo; hết sức nghiêm túc và đều đặn,religious-ly,root,religious,/rɪˈlɪʤəsli/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,religious,-ly,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,,,,,,,,,,
relining,noun,"the act of fitting a new lining to something, such as clothing or brake pads",việc lót hoặc thay lớp lót mới,re-[line],root,line,/ɹɪlˈaɪnɪŋ/,real,audit-rewritten,re-,line,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],relinings,,,,,,,,,,
relive,verb,"experience again, often in the imagination","trải nghiệm lại, thường trong trí tưởng tượng",re-[live],root,live,/ɹiˈɫɪv/,real,retranslated,re-,live,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,relives,reliving,relived,relived,,,
reload,verb,load again,nạp lại,re-[load],root,load,/ɹiˈɫoʊd/,real,retranslated,re-,load,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,reloads,reloading,reloaded,reloaded,,,
relocate,verb,to move to a new place to live or work; to move something to a new location,"di dời, chuyển đến nơi khác",re-locate,root,locate,/ˌriˈloʊkeɪt/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,re-,locate,,,,,Prefix + Word,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,,,,relocates,relocating,relocated,relocated,,,
reluctantly,adverb,with reluctance,một cách miễn cưỡng,[reluctant]-ly,root,reluctant,/ɹɪˈɫəktəntɫi/,real,retranslated,reluctant,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
remainder,noun,"the people, things or time that remain","những người, vật hoặc thời gian còn lại",[remain]-er,root,remain,/ɹiˈmeɪndɝ/,real,retranslated,remain,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],remainders,,,,,,,,,,
remake,noun,creation that is created again or anew,tác phẩm được tạo lại hoặc làm mới,re-[make],root,make,/ˈɹiˈmeɪk/,real,retranslated,re-,make,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],remakes,,,,,,,,,,
remarkable,adjective,unusual or surprising in a way that causes people to take notice,bất thường hoặc gây ngạc nhiên khiến người ta chú ý,[remark]-able,root,remark,/ɹiˈmɑɹkəbəɫ/,real,retranslated,remark,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more remarkable,most remarkable,,,,,,,,
remarkably,adverb,in a way that is unusual or surprising and causes people to take notice,một cách bất thường hoặc gây ngạc nhiên khiến người ta chú ý,[remark]-able-y,root,remark,/ɹiˈmɑɹkəbɫi/,real,retranslated,remark,-able,-y,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
remarriage,noun,the act of marrying again,hành động kết hôn lại,re-[marriage],root,marriage,/ɹiˈmɛɹɪdʒ/,real,retranslated,re-,marriage,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],remarriages,,,,,,,,,,
remarry,verb,"marry, not for the first time",kết hôn không phải lần đầu,re-[marry],root,marry,/ɹiˈmɛɹi/,real,retranslated,re-,marry,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,remarries,remarrying,remarried,remarried,,,
remediable,adjective,capable of being remedied or redressed,có thể được khắc phục hoặc sửa chữa,[remedy]-able,root,remedy,/ɹˈɛmədˌiəbəl/,real,retranslated,remedy,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more remediable,most remediable,,,,,,,,
remedial,adjective,tending or intended to rectify or improve,"có xu hướng hoặc nhằm chỉnh sửa, cải thiện",[remedy]-al,root,remedy,/ɹɪˈmidiəɫ/,real,retranslated,remedy,-al,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more remedial,most remedial,,,,,,,,
remedially,adverb,In a remedial manner.,"một cách mang tính khắc phục, bồi dưỡng",[remedy]-al-ly,root,remedy,/ɹᵻmˈiːdɪəli/,"generated (espeak-ng G2P, algorithmic)",retranslated,remedy,-al,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
remembrance,noun,the ability to recall past occurrences,khả năng nhớ lại những gì đã xảy ra,[remember]-ance,root,remember,/ɹiˈmɛmbɹəns/,real,retranslated,remember,-ance,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],remembrances,,,,,,,,,,
remind,verb,"to help somebody remember something, especially something important that they must do","giúp ai đó nhớ điều gì, đặc biệt điều quan trọng phải làm",re-[mind],root,mind,/ɹiˈmaɪnd/,real,retranslated,re-,mind,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,reminds,reminding,reminded,reminded,,,
reminder,noun,"something that makes you think about or remember somebody/something, that you have forgotten or would like to forget",thứ khiến bạn nghĩ đến hoặc nhớ ai đó/cái gì đó đã quên hoặc muốn quên,re-[mind]-er,root,mind,/ɹiˈmaɪndɝ/,real,retranslated,re-,mind,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],reminders,,,,,,,,,,
remodel,verb,"do over, as of (part of) a house","làm lại, như sửa lại (một phần) ngôi nhà",re-[model],root,model,/ɹiˈmɑdəɫ/,real,retranslated,re-,model,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,remodels,remodeling,remodeled,remodeled,,,
remonstrance,noun,the act of expressing earnest opposition or protest,hành động bày tỏ phản đối nghiêm túc,re-[monster]-ance,root,monster,/ɹˈɛmɒnstɹəns/,real,retranslated,re-,monster,-ance,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],remonstrances,,,,,,,,,,
remonstrate,verb,censure severely or angrily,khiển trách nghiêm khắc hoặc giận dữ,re-[monster]-ate,root,monster,/ɹˈɛmənstɹˌeɪt/,real,retranslated,re-,monster,-ate,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,remonstrates,remonstrating,remonstrated,remonstrated,,,
remotely,adverb,to a remote degree,ở mức độ rất xa/rất nhỏ,[remote]-ly,root,remote,/ɹiˈmoʊtɫi/,real,retranslated,remote,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
remoteness,noun,a disposition to be distant and unsympathetic in manner,thái độ xa cách và thiếu cảm thông,[remote]-ness,root,remote,/ɹiˈmoʊtnəs/,real,retranslated,remote,-ness,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
remoter,adjective,farther away in distance; comparative of remote,xa xôi hơn,[remote]-er,root,remote,/ɹɪmˈəʊtɐ/,real,audit-rewritten,remote,-er,,,,,Root + Suffix,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],remoters,,,"Đây là dạng so sánh hơn của tính từ gốc, không có dạng so sánh hơn/nhất riêng",,,,,,,
remotest,adjective,farthest away; most remote,xa xôi nhất,[remote]-est,root,remote,/ɹɪˈmoʊtəst/,real,audit-rewritten,remote,-est,,,,,Root + Suffix,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more remotest,most remotest,,,,,,,,
remount,noun,a fresh horse especially (formerly) to replace one killed or injured in battle,"ngựa mới thay thế, đặc biệt (trước đây) thay ngựa chết hoặc bị thương trong chiến trận",re-[mount],root,mount,/ɹᵻmˈaʊnt/,"generated (espeak-ng G2P, algorithmic)",retranslated,re-,mount,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],remounts,,,,,,,,,,
removable,adjective,able to be obliterated completely,có thể được loại bỏ hoàn toàn,re-[move]-able,root,move,/ɹɪˈmuvəbəɫ/,real,retranslated,re-,move,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more removable,most removable,,,,,,,,
removal,noun,the act of taking somebody/something away from a particular place,hành động đưa ai đó/cái gì đó ra khỏi một nơi cụ thể,re-[move]-al,root,move,/ɹɪˈmuvəɫ/,real,retranslated,re-,move,-al,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],removals,,,,,,,,,,
remove,verb,to take somebody/something away from a place,đưa ai đó/cái gì đó ra khỏi một nơi,re-[move],root,move,/ɹiˈmuv/,real,retranslated,re-,move,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,removes,removing,removed,removed,,,
remover,noun,someone who works for a company that moves furniture,người làm việc cho công ty chuyển đồ nội thất,re-[move]-er,root,move,/ɹɪˈmuvɝ/,real,retranslated,re-,move,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],removers,,,,,,,,,,
remuneration,noun,payment for work or services; salary,"khoản thù lao, tiền lương/tiền công",remunerate-ion,root,remunerate,/rɪmˌjunərˈeɪʃən/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,remunerate,-ion,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,N[C],remunerations,,,,,,,,,,
rename,verb,assign a new name to,đặt tên mới,re-[name],root,name,/ɹiˈneɪm/,real,retranslated,re-,name,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,renames,renaming,renamed,renamed,,,
renew,verb,to begin something again after it stopped or was interrupted,bắt đầu lại điều gì đó sau khi đã dừng hoặc bị gián đoạn,re-[new],root,new,/ɹɪˈnu/,real,retranslated,re-,new,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,renews,renewing,renewed,renewed,,,
renewable,adjective,capable of being renewed,có thể được làm mới hoặc tái tạo,re-[new]-able,root,new,/ɹiˈnuəbəɫ/,real,retranslated,re-,new,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more renewable,most renewable,,,,,,,,
renewal,noun,the conversion of wasteland into land suitable for use of habitation or cultivation,việc biến đất hoang thành đất phù hợp để ở hoặc canh tác,re-[new]-al,root,new,/ɹɪˈnuəɫ/,real,retranslated,re-,new,-al,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],renewals,,,,,,,,,,
renovation,noun,"the process of repairing or improving something, especially a building, so it is in good condition again","sự cải tạo, tân trang nhà cửa/công trình",renovate-ion,root,renovate,/ˌrɛnəˈveɪʃən/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,renovate,-ion,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,N[C],renovations,,,,,,,,,,
rentable,adjective,that is able or fit be rented,có thể hoặc thích hợp để cho thuê,[rent]-able,root,rent,/ˈɹɛntəbəɫ/,real,retranslated,rent,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more rentable,most rentable,,,,,,,,
rental,noun,the amount of money that you pay to use something for a particular period of time,số tiền bạn trả để dùng cái gì đó trong một khoảng thời gian,[rent]-al,root,rent,/ˈɹɛntəɫ/,real,retranslated,rent,-al,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],rentals,,,,,,,,,,
renter,noun,an owner of property who receives payment for its use by another person,chủ sở hữu nhận tiền khi cho người khác sử dụng tài sản,[rent]-er,root,rent,/ˈɹɛntɝ/,real,retranslated,rent,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],renters,,,,,,,,,,
reopen,verb,open again or anew,mở lại,re-[open],root,open,/ɹiˈoʊpən/,real,retranslated,re-,open,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,reopens,reopening,reopened,reopened,,,
reorder,noun,a repeated order for the same merchandise,đơn hàng lặp lại cho cùng một mặt hàng,re-[order],root,order,/ɹiˈɔɹdɝ/,real,retranslated,re-,order,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],reorders,,,,,,,,,,
reorganization,noun,an extensive alteration of the structure of a corporation or government,sự thay đổi sâu rộng cấu trúc của tập đoàn hoặc chính phủ,re-[organ]-ize-ion,root,organ,/ˌɹiɔɹɡənəˈzeɪʃən/,real,retranslated,re-,organ,-ize,-ion,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],reorganizations,,,,,,,,,,
reorganize,verb,organize anew,tổ chức lại,re-[organ]-ize,root,organ,/ɹiˈɔɹɡəˌnaɪz/,real,retranslated,re-,organ,-ize,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,reorganizes,reorganizing,reorganized,reorganized,,,
repaint,verb,paint again,sơn lại,re-[paint],root,paint,/ɹiˈpeɪnt/,real,retranslated,re-,paint,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,repaints,repainting,repainted,repainted,,,
repair,noun,an act of repairing something,hành động sửa chữa cái gì đó,re-[pair],root,pair,/ɹɪˈpɛɹ/,real,retranslated,re-,pair,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],repairs,,,,,,,,,,
repairer,noun,a skilled worker who mends or repairs things,thợ lành nghề sửa chữa đồ vật,re-[pair]-er,root,pair,/ɹɪpˈeəɹɐ/,real,retranslated,re-,pair,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],repairers,,,,,,,,,,
reparable,adjective,capable of being repaired or rectified,có thể được sửa chữa hoặc khắc phục,re-[pair]-able,root,pair,/ɹᵻpˈɑːɹɹəbəl/,"generated (espeak-ng G2P, algorithmic)",retranslated,re-,pair,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more reparable,most reparable,,,,,,,,
reparation,noun,something done or paid in expiation of a wrong,điều được làm hoặc trả để đền bù một sai trái,re-[pair]-ion,root,pair,/ˌɹɛpɝˈeɪʃən/,real,retranslated,re-,pair,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],reparations,,,,,,,,,,
repay,verb,answer back,đáp lại,re-[pay],root,pay,/ɹiˈpeɪ/,real,retranslated,re-,pay,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,repays,repaying,repaid,repaid,,,
repayable,adjective,subject to repayment,phải được hoàn trả,re-[pay]-able,root,pay,/ɹiˈpeɪəbəɫ/,real,retranslated,re-,pay,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more repayable,most repayable,,,,,,,,
repayment,noun,the act of returning money received previously,hành động hoàn trả tiền đã nhận trước đó,re-[pay]-ment,root,pay,/ɹiˈpeɪmənt/,real,retranslated,re-,pay,-ment,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],repayments,,,,,,,,,,
repeatedly,adverb,several time,nhiều lần,[repeat]-ly,root,repeat,/ɹɪˈpitɪdɫi/,real,retranslated,repeat,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
repeater,noun,(electronics) electronic device that amplifies a signal before transmitting it again,(điện tử) thiết bị khuếch đại tín hiệu trước khi truyền lại,[repeat]-er,root,repeat,/ɹɪˈpitɝ/,real,retranslated,repeat,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],repeaters,,,,,,,,,,
rephrased,verb,said or written again using different words to make it clearer,đã diễn đạt lại bằng lời khác,re-[phrase],root,phrase,/ɹɪfɹˈeɪzd/,real,audit-rewritten,re-,phrase,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],rephraseds,,,,,,,,,,
replace,verb,to be used instead of somebody/something else; to do something instead of somebody/something else,được dùng thay cho ai đó/cái gì khác; làm thay cho ai đó/cái gì khác,re-[place],root,place,/ˌɹiˈpɫeɪs/,real,retranslated,re-,place,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,replaces,replacing,replaced,replaced,,,
replaceable,adjective,capable of being replaced,có thể được thay thế,re-[place]-able,root,place,/ˌɹiˈpɫeɪsəbəɫ/,real,retranslated,re-,place,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more replaceable,most replaceable,,,,,,,,
replacement,noun,"the act of replacing one thing with another, especially something that is newer or better","hành động thay cái này bằng cái khác, đặc biệt cái mới hơn hoặc tốt hơn",re-[place]-ment,root,place,/ɹɪˈpɫeɪsmənt/,real,retranslated,re-,place,-ment,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],replacements,,,,,,,,,,
replanted,verb,"planted again, in the same or a new place",đã trồng lại,re-[plant],root,plant,/ɹiˈpɫænɪd/,real,audit-rewritten,re-,plant,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],replanteds,,,,,,,,,,
replay,noun,the immediate rebroadcast of some action (especially sports action) that has been recorded on videotape,phát lại ngay một hành động (đặc biệt trong thể thao) đã ghi hình,re-[play],root,play,/ɹiˈpɫeɪ/,real,retranslated,re-,play,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],replays,,,,,,,,,,
repoint,verb,repair the joints of bricks,sửa lại mạch vữa giữa các viên gạch,re-[point],root,point,/ɹᵻpˈɔɪnt/,"generated (espeak-ng G2P, algorithmic)",retranslated,re-,point,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,repoints,repointing,repointed,repointed,,,
report,noun,"a written or spoken account of an event, especially one that is published or broadcast","bản tường thuật viết hoặc nói về một sự kiện, đặc biệt được xuất bản hoặc phát sóng",re-[port],root,port,/ɹiˈpɔɹt/,real,retranslated,re-,port,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],reports,,,,,,,,,,Danh từ & Động từ (cùng cách viết)
reportage,noun,the news as presented by reporters for newspapers or radio or television,"tin tức do phóng viên trình bày trên báo, đài hoặc truyền hình",re-[port]-age,root,port,/ɹɪˈpɔɹtɪdʒ/,real,retranslated,re-,port,-age,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],reportages,,,,,,,,,,
reportedly,adverb,according to what some people say,theo như một số người nói,re-[port]-ly,root,port,/ɹiˈpɔɹtədɫi/,real,retranslated,re-,port,-ly,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
reporter,noun,"a person who collects and reports news for newspapers, radio or television","người thu thập và đưa tin cho báo, đài hoặc truyền hình",re-[port]-er,root,port,/ɹɪˈpɔɹtɝ/,real,retranslated,re-,port,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],reporters,,,,,,,,,,
reportorial,adjective,relating to a reporter or to reporting; journalistic,"thuộc về, mang tính báo chí/phóng viên",re-[port]-or-al,root,port,/ˌɹɛpɝˈtɔɹiəɫ/,real,audit-rewritten,re-,port,-or,-al,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,more reportorial,most reportorial,,,,,,,,
repose,noun,"freedom from activity, especially work, strain or responsibility","sự tự do khỏi hoạt động, đặc biệt công việc, căng thẳng hoặc trách nhiệm",re-[pose],root,pose,/ɹiˈpoʊz/,real,retranslated,re-,pose,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],reposes,,,,,,,,,,
repossess,verb,regain possession of something,lấy lại quyền sở hữu cái gì đó,re-[possess],root,possess,/ˌɹipəˈzɛs/,real,retranslated,re-,possess,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,repossesses,repossessing,repossessed,repossessed,,,
repossession,noun,the action of regaining possession (especially the seizure of collateral securing a loan that is in default),hành động lấy lại quyền sở hữu (đặc biệt tịch thu tài sản thế chấp khi khoản vay vỡ nợ),re-[possess]-ion,root,possess,/ˌɹipəˈzɛʃən/,real,retranslated,re-,possess,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],repossessions,,,,,,,,,,
repot,verb,"put in a new, usually larger, pot","chuyển sang chậu mới, thường lớn hơn",re-[pot],root,pot,/ɹᵻpˈɑːt/,"generated (espeak-ng G2P, algorithmic)",retranslated,re-,pot,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,repots,repoting,repoted,repoted,,,
representation,noun,the act of presenting somebody/something in a particular way; something that shows or describes something,hành động trình bày ai đó/cái gì đó theo cách cụ thể; thứ thể hiện hoặc mô tả điều gì,[represent]-ion,root,represent,/ˌɹɛpɹəzɛnˈteɪʃən/,real,retranslated,represent,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],representations,,,,,,,,,,
representational,adjective,"(used especially of art) depicting objects, figures,or scenes as seen","(đặc biệt về nghệ thuật) miêu tả đối tượng, hình người hoặc cảnh như nhìn thấy",[represent]-ion-al,root,represent,/ˌɹɛpɹəzənˈteɪʃənəɫ/,real,retranslated,represent,-ion,-al,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more representational,most representational,,,,,,,,
representative,adjective,typical of a particular group of people; that is a typical example of something,điển hình cho một nhóm người; là ví dụ điển hình của cái gì đó,[represent]-ive,root,represent,/ˌɹɛpɹəˈzɛnətɪv/,real,retranslated,represent,-ive,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more representative,most representative,,,,,,,,
repress,verb,block the action of,chặn đứng hành động của,re-[press],root,press,/ɹiˈpɹɛs/,real,retranslated,re-,press,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,represses,repressing,repressed,repressed,,,
repression,noun,the act of repressing,"hành động đàn áp, kìm nén",re-[press]-ion,root,press,/ɹiˈpɹɛʃən/,real,retranslated,re-,press,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],repressions,,,,,,,,,,
repressive,adjective,restrictive of action,mang tính hạn chế hành động,re-[press]-ive,root,press,/ɹiˈpɹɛsɪv/,real,retranslated,re-,press,-ive,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more repressive,most repressive,,,,,,,,
repressively,adverb,in a way that harshly restricts or controls people's freedom,"một cách áp bức, đàn áp",re-[press]-ive-ly,root,press,/ɹᵻpɹˈɛsɪvli/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,re-,press,-ive,-ly,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
reprint,noun,a separately printed article that originally appeared in a larger publication,bài báo được in riêng từng bản sau khi xuất hiện trong ấn phẩm lớn hơn,re-[print],root,print,/ɹiˈpɹɪnt/,real,retranslated,re-,print,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],reprints,,,,,,,,,,
republican,adjective,having the supreme power lying in the body of citizens entitled to vote for officers and representatives responsible to them or characteristic of such government,có quyền tối cao thuộc về công dân được bầu cử viên chức và đại diện chịu trách nhiệm với họ; mang đặc trưng chính thể đó,[republic]-ian,root,republic,/ɹiˈpəbɫəkən/,real,retranslated,republic,-ian,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more republican,most republican,,,,,,,,
republicanism,noun,the political orientation of those who hold that a republic is the best form of government,khuynh hướng chính trị cho rằng cộng hòa là hình thức chính quyền tốt nhất,[republic]-ian-ism,root,republic,/ɹɪˈpəbɫɪkəˌnɪzəm/,real,retranslated,republic,-ian,-ism,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],republicanisms,,,,,,,,,,
repulse,noun,an instance of driving away or warding off,trường hợp đẩy lui hoặc đánh tan,re-[pulse],root,pulse,/ɹiˈpəɫs/,real,retranslated,re-,pulse,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],repulses,,,,,,,,,,
repulsion,noun,the act of repulsing or repelling an attack,hành động đẩy lui hoặc đánh tan một cuộc tấn công,re-[pulse]-ion,root,pulse,/ɹɪpˈʌlʃən/,real,retranslated,re-,pulse,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],repulsions,,,,,,,,,,
repulsive,adjective,possessing the ability to repel,có khả năng đẩy lùi,re-[pulse]-ive,root,pulse,/ɹiˈpəɫsɪv/,real,retranslated,re-,pulse,-ive,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more repulsive,most repulsive,,,,,,,,
repulsively,adverb,in an offensive and hateful manner,một cách xúc phạm và đáng ghét,re-[pulse]-ive-ly,root,pulse,/ɹᵻpˈʌlsɪvli/,"generated (espeak-ng G2P, algorithmic)",retranslated,re-,pulse,-ive,-ly,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
repulsiveness,noun,the quality of being disgusting to the senses or emotions,tính chất gây kinh tởm cho giác quan hoặc cảm xúc,re-[pulse]-ive-ness,root,pulse,/ɹɪpˈʌlsɪvnəs/,real,retranslated,re-,pulse,-ive,-ness,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
reputable,adjective,having a good reputation; respected and trustworthy,"có uy tín, đáng tin cậy",repute-able,root,repute,/ˈrɛpjətəbəl/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,repute,-able,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,more reputable,most reputable,,,,,,,,
